# Time	U	V	U_magnitude
0	-1.14623e-28	1.84403e-28	2.17124e-28
0.2	-0.000823408	7.14109e-05	0.000826499
0.4	-0.0116132	4.91503e-05	0.0116133
0.6	-0.0113881	0.00041706	0.0113957
0.8	-0.00733523	0.000956113	0.00739728
1	-0.00764361	0.000416002	0.00765493
1.2	-0.0126872	0.000994755	0.0127261
1.4	-0.0137945	0.00218973	0.0139672
1.6	-0.0111229	0.002307	0.0113597
1.8	-0.0107001	0.00192588	0.010872
2	-0.0139441	0.00273388	0.0142095
2.2	-0.0154084	0.00419468	0.0159691
2.4	-0.0140075	0.00470066	0.0147752
2.6	-0.0138967	0.00447984	0.014601
2.8	-0.0160133	0.00537632	0.0168917
3	-0.0175123	0.00716172	0.0189202
3.2	-0.0173099	0.00799705	0.0190679
3.4	-0.0173969	0.00810879	0.0191939
3.6	-0.0189538	0.00915097	0.0210473
3.8	-0.0204962	0.0110321	0.0232766
4	-0.0209433	0.0122606	0.0242682
4.2	-0.0213739	0.0127904	0.0249086
4.4	-0.0226638	0.0139752	0.0266262
4.6	-0.0241323	0.0159608	0.0289329
4.8	-0.0250441	0.0175451	0.0305784
5	-0.0257564	0.0185355	0.0317326
5.2	-0.0269098	0.0199626	0.0335059
5.4	-0.0283406	0.0220705	0.0359207
5.6	-0.0294948	0.0240097	0.0380317
5.8	-0.0304067	0.0255035	0.0396862
6	-0.0315165	0.0272503	0.0416638
6.2	-0.0328693	0.0295581	0.0442049
6.4	-0.0341143	0.0318715	0.046686
6.6	-0.0351332	0.0338832	0.04881
6.8	-0.0361886	0.0360331	0.0510686
7	-0.0374247	0.038627	0.0537834
7.2	-0.038629	0.0413364	0.0565765
7.4	-0.0396329	0.0438754	0.0591255
7.6	-0.0405842	0.0464861	0.0617093
7.8	-0.0416364	0.0494369	0.0646343
8	-0.0426735	0.0525616	0.0677034
8.2	-0.0435374	0.0556175	0.0706315
8.4	-0.0442943	0.0587133	0.0735475
8.6	-0.045077	0.0620679	0.0767096
8.8	-0.0458352	0.06563	0.080051
9	-0.0464444	0.0692414	0.0833754
9.2	-0.0469333	0.0729923	0.0867791
9.4	-0.0474132	0.0771494	0.0905541
9.6	-0.0478756	0.0818654	0.0948368
9.8	-0.0482218	0.0871917	0.099638
10	-0.048425	0.0932878	0.105108
10.2	-0.0485115	0.100378	0.111486
10.4	-0.0484225	0.108505	0.118819
10.6	-0.0480218	0.11747	0.126906
10.8	-0.0472276	0.127017	0.135513
11	-0.0460372	0.136922	0.144454
11.2	-0.0444368	0.146892	0.153466
11.4	-0.042383	0.156542	0.162178
11.6	-0.0398813	0.16553	0.170266
11.8	-0.0370067	0.173642	0.177542
12	-0.0338337	0.180718	0.183858
12.2	-0.0304045	0.186587	0.189048
12.4	-0.0267766	0.191136	0.193002
12.6	-0.0230443	0.194371	0.195732
12.8	-0.0192923	0.19636	0.197305
13	-0.0155652	0.197171	0.197784
13.2	-0.0118984	0.196906	0.197265
13.4	-0.00834208	0.195741	0.195919
13.6	-0.0049331	0.193881	0.193944
13.8	-0.00167187	0.191503	0.19151
14	0.00145434	0.188765	0.188771
14.2	0.00444705	0.185838	0.185891
14.4	0.00731332	0.182871	0.183017
14.6	0.0100809	0.179958	0.18024
14.8	0.0127799	0.177148	0.177608
15	0.0154236	0.17448	0.17516
15.2	0.0180168	0.171972	0.172913
15.4	0.0205728	0.169608	0.170851
15.6	0.0231019	0.167349	0.168936
15.8	0.0256	0.165164	0.167136
16	0.0280539	0.163023	0.165419
16.2	0.0304595	0.160889	0.163747
16.4	0.0328108	0.158724	0.16208
16.6	0.0350958	0.156503	0.16039
16.8	0.037298	0.154212	0.158658
17	0.0394092	0.151838	0.156868
17.2	0.0414258	0.149366	0.155004
17.4	0.0433366	0.146794	0.153058
17.6	0.0451325	0.144128	0.151029
17.8	0.0468107	0.141369	0.148918
18	0.0483693	0.138519	0.146721
18.2	0.0498046	0.135586	0.144444
18.4	0.0511131	0.132581	0.142092
18.6	0.0522955	0.129511	0.13967
18.8	0.0533533	0.126381	0.137181
19	0.0542852	0.1232	0.134629
19.2	0.0550913	0.119978	0.132022
19.4	0.0557737	0.116721	0.129362
19.6	0.0563353	0.113435	0.126654
19.8	0.0567765	0.110126	0.123901
20	0.0570974	0.106801	0.121106
20.2	0.0573002	0.103465	0.118272
20.4	0.0573874	0.10012	0.115401
20.6	0.0573596	0.0967725	0.112495
20.8	0.057217	0.0934263	0.109555
21	0.0569617	0.090085	0.106583
21.2	0.0565953	0.0867512	0.10358
21.4	0.0561182	0.0834291	0.100547
21.6	0.0555309	0.0801222	0.0974846
21.8	0.0548349	0.0768335	0.0943942
22	0.0540317	0.0735658	0.0912763
22.2	0.0531218	0.0703229	0.0881319
22.4	0.0521056	0.0671088	0.0849623
22.6	0.0509849	0.0639263	0.0817682
22.8	0.0497613	0.0607785	0.0785507
23	0.0484357	0.0576693	0.0753112
23.2	0.0470095	0.054603	0.0720512
23.4	0.0454846	0.0515831	0.0687725
23.6	0.043863	0.0486134	0.065477
23.8	0.042147	0.0456986	0.062167
24	0.0403385	0.0428425	0.0588445
24.2	0.0384406	0.0400496	0.0555126
24.4	0.0364563	0.0373242	0.0521743
24.6	0.0343886	0.0346709	0.0488328
24.8	0.032241	0.0320939	0.0454918
25	0.0300176	0.0295981	0.0421557
25.2	0.0277224	0.0271873	0.0388289
25.4	0.0253598	0.0248668	0.0355173
25.6	0.0229345	0.0226403	0.0322269
25.8	0.0204517	0.0205122	0.0289659
26	0.0179165	0.0184868	0.0257442
26.2	0.0153347	0.0165677	0.0225752
26.4	0.0127118	0.0147591	0.0194787
26.6	0.0100544	0.0130645	0.0164855
26.8	0.00736864	0.0114867	0.0136471
27	0.0046614	0.0100294	0.0110597
27.2	0.00193984	0.00869499	0.00890875
27.4	-0.000788745	0.00748594	0.00752738
27.6	-0.00351555	0.00640365	0.00730519
27.8	-0.00623514	0.00545009	0.00828133
28	-0.00894068	0.00462618	0.0100666
28.2	-0.0116263	0.00393261	0.0122734
28.4	-0.0142859	0.00336929	0.0146779
28.6	-0.0169139	0.00293592	0.0171668
28.8	-0.0195041	0.00263164	0.0196808
29	-0.0220513	0.00245527	0.0221876
29.2	-0.0245502	0.00240541	0.0246678
29.4	-0.0269945	0.00248004	0.0271082
29.6	-0.0293796	0.00267704	0.0295013
29.8	-0.0317003	0.00299376	0.0318414
30	-0.033952	0.00342749	0.0341246
30.2	-0.0361296	0.00397511	0.0363476
30.4	-0.0382287	0.0046331	0.0385084
30.6	-0.0402446	0.0053979	0.040605
30.8	-0.0421736	0.0062653	0.0426365
31	-0.0440114	0.00723178	0.0446016
31.2	-0.0457535	0.00829179	0.0464988
31.4	-0.0473967	0.00944145	0.0483279
31.6	-0.0489379	0.010676	0.0500889
31.8	-0.0503735	0.0119909	0.051781
32	-0.0517002	0.0133803	0.0534036
32.2	-0.0529158	0.0148393	0.0549572
32.4	-0.0540173	0.0163632	0.0564413
32.6	-0.0550022	0.0179455	0.0578557
32.8	-0.0558689	0.0195814	0.0592011
33	-0.0566147	0.0212649	0.0604766
33.2	-0.0572386	0.0229902	0.0616831
33.4	-0.0577384	0.0247518	0.0628202
33.6	-0.0581134	0.0265429	0.0638881
33.8	-0.0583621	0.0283579	0.0648868
