# Time	U	V	U_magnitude
0	-1.17184e-28	1.88525e-28	2.21977e-28
0.2	-0.000849399	7.28788e-05	0.00085252
0.4	-0.0117086	4.95898e-05	0.0117087
0.6	-0.0114265	0.000422863	0.0114343
0.8	-0.00736097	0.000953701	0.00742249
1	-0.00776518	0.000412853	0.00777615
1.2	-0.0128373	0.00102059	0.0128778
1.4	-0.0138693	0.00220856	0.014044
1.6	-0.0111506	0.00229691	0.0113847
1.8	-0.0108332	0.00193411	0.0110045
2	-0.0141281	0.00277858	0.0143988
2.2	-0.0155018	0.00423427	0.0160697
2.4	-0.0140574	0.00469793	0.0148216
2.6	-0.0140352	0.00448938	0.0147357
2.8	-0.0162014	0.00544488	0.0170919
3	-0.0176416	0.00722767	0.0190648
3.2	-0.0173937	0.00800903	0.0191491
3.4	-0.0175386	0.00813195	0.0193321
3.6	-0.0191547	0.00923933	0.0212666
3.8	-0.0206614	0.0111264	0.0234668
4	-0.0210677	0.012302	0.0243964
4.2	-0.0215375	0.0128331	0.0250709
4.4	-0.022879	0.0140834	0.0268661
4.6	-0.0243378	0.0160854	0.0291731
4.8	-0.0252203	0.0176219	0.0307668
5	-0.0259518	0.0186074	0.0319332
5.2	-0.0271524	0.0200928	0.0337783
5.4	-0.0285932	0.0222248	0.0362148
5.6	-0.0297282	0.0241281	0.0382875
5.8	-0.0306501	0.0256119	0.0399424
6	-0.0318004	0.0274065	0.0419807
6.2	-0.0331753	0.0297449	0.0445573
6.4	-0.0344139	0.0320358	0.0470171
6.6	-0.0354383	0.034036	0.0491357
6.8	-0.0365283	0.0362235	0.0514437
7	-0.0377945	0.0388512	0.0542018
7.2	-0.0390029	0.0415519	0.0569893
7.4	-0.0400128	0.0440819	0.0595335
7.6	-0.0409947	0.0467218	0.0621571
7.8	-0.0420804	0.0497083	0.0651282
8	-0.0431309	0.0528373	0.068206
8.2	-0.0440043	0.0558897	0.0711339
8.4	-0.0447893	0.0590106	0.0740833
8.6	-0.0456074	0.0624035	0.0772932
8.8	-0.0463872	0.0659857	0.0806591
9	-0.0470129	0.0696131	0.0840012
9.2	-0.0475337	0.0734119	0.0874572
9.4	-0.0480566	0.077652	0.0913196
9.6	-0.0485552	0.0824667	0.0956993
9.8	-0.0489327	0.0879116	0.100612
10	-0.0491751	0.0941663	0.106233
10.2	-0.0493054	0.101447	0.112794
10.4	-0.0492487	0.109758	0.120301
10.6	-0.0488668	0.11888	0.128532
10.8	-0.048089	0.128558	0.137258
11	-0.0469151	0.138562	0.146289
11.2	-0.0453229	0.148582	0.155341
11.4	-0.0432688	0.158223	0.164033
11.6	-0.040768	0.167157	0.172057
11.8	-0.0378996	0.175184	0.179237
12	-0.0347325	0.18214	0.185422
12.2	-0.0313073	0.187855	0.190445
12.4	-0.0276874	0.19223	0.194214
12.6	-0.0239707	0.195288	0.196754
12.8	-0.0202369	0.1971	0.198137
13	-0.0165271	0.197736	0.198426
13.2	-0.01288	0.197311	0.197731
13.4	-0.0093476	0.196013	0.196236
13.6	-0.00596226	0.194048	0.194139
13.8	-0.00272008	0.191588	0.191607
14	0.000390261	0.188796	0.188797
14.2	0.00336794	0.185845	0.185875
14.4	0.00622336	0.182876	0.182982
14.6	0.00898564	0.179974	0.180198
14.8	0.0116831	0.177186	0.177571
15	0.0143254	0.174548	0.175135
15.2	0.0169185	0.172072	0.172902
15.4	0.0194762	0.169734	0.170848
15.6	0.022007	0.167496	0.168936
15.8	0.0245034	0.165326	0.167132
16	0.0269538	0.163193	0.165404
16.2	0.0293537	0.161059	0.163712
16.4	0.0316979	0.158887	0.162018
16.6	0.0339707	0.156653	0.160294
16.8	0.036159	0.154347	0.158526
17	0.0382544	0.151953	0.156694
17.2	0.0402527	0.149458	0.154784
17.4	0.042144	0.146864	0.152791
17.6	0.0439177	0.144174	0.150715
17.8	0.0455728	0.141392	0.148555
18	0.0471087	0.138519	0.146311
18.2	0.04852	0.135565	0.143986
18.4	0.0498031	0.132541	0.141589
18.6	0.0509602	0.129453	0.139122
18.8	0.0519934	0.126307	0.13659
19	0.0529014	0.123114	0.133998
19.2	0.0536833	0.119882	0.131353
19.4	0.0543416	0.116616	0.128656
19.6	0.0548794	0.113324	0.125913
19.8	0.0552971	0.110011	0.123127
20	0.0555953	0.106684	0.120301
20.2	0.0557764	0.103348	0.117439
20.4	0.0558427	0.100006	0.114541
20.6	0.0557945	0.0966636	0.11161
20.8	0.0556324	0.0933248	0.108648
21	0.0553588	0.0899925	0.105656
21.2	0.054975	0.08667	0.102635
21.4	0.0544816	0.0833613	0.0995859
21.6	0.0538793	0.0800699	0.0965099
21.8	0.0531699	0.0767986	0.0934081
22	0.0523545	0.0735508	0.0902813
22.2	0.0514336	0.0703295	0.0871301
22.4	0.0504084	0.0671382	0.0839556
22.6	0.0492807	0.0639797	0.0807589
22.8	0.0480518	0.0608578	0.0775413
23	0.0467226	0.0577765	0.0743042
23.2	0.0452946	0.0547394	0.0710493
23.4	0.0437703	0.05175	0.0677783
23.6	0.0421517	0.0488122	0.0644934
23.8	0.0404406	0.0459303	0.0611967
24	0.0386394	0.0431083	0.0578907
24.2	0.0367515	0.0403505	0.0545787
24.4	0.0347794	0.0376608	0.0512635
24.6	0.0327265	0.0350439	0.0479489
24.8	0.0305962	0.032504	0.044639
25	0.0283927	0.0300453	0.0413385
25.2	0.0261201	0.0276722	0.0380528
25.4	0.0237825	0.025389	0.0347881
25.6	0.0213849	0.0231998	0.0315523
25.8	0.0189322	0.0211086	0.0283549
26	0.0164296	0.0191194	0.0252088
26.2	0.0138827	0.0172362	0.0221317
26.4	0.0112972	0.0154622	0.0191496
26.6	0.00867931	0.0138013	0.0163036
26.8	0.00603551	0.0122563	0.0136618
27	0.0033722	0.0108302	0.011343
27.2	0.00069689	0.00952541	0.00955087
27.4	-0.00198313	0.00834446	0.00857688
27.6	-0.0046605	0.00728885	0.00865145
27.8	-0.00732944	0.00635989	0.00970407
28	-0.00998343	0.00555867	0.0114266
28.2	-0.0126169	0.00488574	0.0135299
28.4	-0.0152238	0.00434114	0.0158307
28.6	-0.0177986	0.00392446	0.0182261
28.8	-0.0203354	0.00363496	0.0206578
29	-0.022829	0.0034712	0.0230914
29.2	-0.0252739	0.00343197	0.0255058
29.4	-0.0276647	0.0035152	0.0278871
29.6	-0.0299965	0.00371879	0.0302262
29.8	-0.0322641	0.00404027	0.0325161
30	-0.034463	0.0044767	0.0347525
30.2	-0.0365881	0.00502524	0.0369316
30.4	-0.0386351	0.0056821	0.0390507
30.6	-0.0405997	0.00644405	0.041108
30.8	-0.0424778	0.00730717	0.0431017
31	-0.0442644	0.00826674	0.0450297
31.2	-0.0459566	0.00931863	0.0468918
31.4	-0.0475506	0.0104587	0.0486872
31.6	-0.0490434	0.0116825	0.0504156
31.8	-0.0504306	0.0129841	0.0520752
32	-0.0517101	0.0143592	0.0536668
32.2	-0.0528792	0.0158028	0.0551901
32.4	-0.0539346	0.0173091	0.056644
32.6	-0.0548746	0.0188729	0.0580294
32.8	-0.0556967	0.020489	0.0593458
33	-0.0563989	0.022151	0.0605929
33.2	-0.0569797	0.0238539	0.0617713
33.4	-0.0574374	0.0255912	0.0628805
33.6	-0.0577709	0.0273569	0.0639208
33.8	-0.0579789	0.0291446	0.0648919
34	-0.0580609	0.030948	0.065794
34.2	-0.0580161	0.0327605	0.0666267
