# Time	Value
50.2	-0.00414527
50.4	-0.00436869
50.6	-0.00468132
50.8	-0.00508205
51	-0.00556915
51.2	-0.0061404
51.4	-0.00679253
51.6	-0.00752012
51.8	-0.00831749
52	-0.00917765
52.2	-0.0100927
52.4	-0.0110528
52.6	-0.0120476
52.8	-0.0130642
53	-0.0140899
53.2	-0.0151104
53.4	-0.0161108
53.6	-0.0170761
53.8	-0.0179932
54	-0.0188493
54.2	-0.0196313
54.4	-0.0203277
54.6	-0.0209289
54.8	-0.021427
55	-0.0218158
55.2	-0.0220913
55.4	-0.0222518
55.6	-0.0222975
55.8	-0.022231
56	-0.0220569
56.2	-0.0217817
56.4	-0.0214132
56.6	-0.020961
56.8	-0.0204354
57	-0.0198472
57.2	-0.019208
57.4	-0.0185297
57.6	-0.0178237
57.8	-0.0171014
58	-0.0163735
58.2	-0.0156494
58.4	-0.0149377
58.6	-0.0142464
58.8	-0.0135825
59	-0.0129517
59.2	-0.0123582
59.4	-0.0118052
59.6	-0.0112958
59.8	-0.0108319
60	-0.0104147
60.2	-0.010045
60.4	-0.00972306
60.6	-0.00944841
60.8	-0.00922048
61	-0.00903899
61.2	-0.00890314
61.4	-0.00881216
61.6	-0.00876535
61.8	-0.00876198
62	-0.00880136
62.2	-0.00888274
62.4	-0.00900552
62.6	-0.00916879
62.8	-0.00937154
63	-0.00961277
63.2	-0.00989083
63.4	-0.0102038
63.6	-0.0105494
63.8	-0.0109252
64	-0.0113278
64.2	-0.0117537
64.4	-0.0121987
64.6	-0.0126582
64.8	-0.013127
65	-0.0135993
65.2	-0.0140685
65.4	-0.0145282
65.6	-0.014972
65.8	-0.0153933
66	-0.0157859
66.2	-0.0161435
66.4	-0.0164607
66.6	-0.0167324
66.8	-0.0169545
67	-0.0171238
67.2	-0.0172378
67.4	-0.0172953
67.6	-0.0172963
67.8	-0.0172418
68	-0.0171343
68.2	-0.016977
68.4	-0.016774
68.6	-0.0165303
68.8	-0.0162513
69	-0.0159429
69.2	-0.0156114
69.4	-0.0152631
69.6	-0.0149043
69.8	-0.0145412
70	-0.0141796
70.2	-0.0138246
70.4	-0.0134813
70.6	-0.0131537
70.8	-0.0128456
71	-0.0125595
71.2	-0.0122977
71.4	-0.0120619
71.6	-0.0118533
71.8	-0.0116727
72	-0.0115203
72.2	-0.011396
72.4	-0.0112995
72.6	-0.01123
72.8	-0.0111867
73	-0.0111686
73.2	-0.0111746
73.4	-0.0112036
73.6	-0.0112546
73.8	-0.0113262
74	-0.0114176
74.2	-0.0115276
74.4	-0.0116547
74.6	-0.0117978
74.8	-0.0119554
75	-0.0121263
75.2	-0.012309
75.4	-0.0125019
75.6	-0.0127035
75.8	-0.0129119
76	-0.0131252
76.2	-0.0133409
76.4	-0.0135568
76.6	-0.0137705
76.8	-0.0139796
77	-0.0141814
77.2	-0.0143735
77.4	-0.0145533
77.6	-0.0147183
77.8	-0.014866
78	-0.0149944
78.2	-0.0151014
78.4	-0.0151854
78.6	-0.0152452
78.8	-0.0152796
79	-0.0152884
79.2	-0.0152717
79.4	-0.0152301
79.6	-0.0151646
79.8	-0.0150766
80	-0.0149681
80.2	-0.0148411
80.4	-0.0146983
80.6	-0.0145424
80.8	-0.0143763
81	-0.014203
81.2	-0.0140256
81.4	-0.013847
81.6	-0.0136703
81.8	-0.013498
82	-0.0133328
82.2	-0.0131769
82.4	-0.013032
82.6	-0.0128999
82.8	-0.0127816
83	-0.0126784
83.2	-0.0125908
83.4	-0.0125194
83.6	-0.0124642
83.8	-0.0124253
84	-0.0124022
84.2	-0.0123946
84.4	-0.0124017
84.6	-0.0124229
84.8	-0.0124572
85	-0.0125039
85.2	-0.0125621
85.4	-0.0126308
85.6	-0.012709
