# Time	U	V	U_magnitude
0	-1.16319e-28	1.87133e-28	2.20339e-28
0.2	-0.000840593	7.23842e-05	0.000843704
0.4	-0.0116766	4.94386e-05	0.0116767
0.6	-0.0114137	0.000420906	0.0114215
0.8	-0.00735233	0.000954549	0.00741403
1	-0.00772409	0.000413867	0.00773517
1.2	-0.0127869	0.00101189	0.0128269
1.4	-0.0138444	0.00220232	0.0140184
1.6	-0.0111413	0.00230035	0.0113763
1.8	-0.0107881	0.00193124	0.0109596
2	-0.0140663	0.00276352	0.0143352
2.2	-0.0154708	0.00422113	0.0160363
2.4	-0.0140405	0.004699	0.014806
2.6	-0.0139883	0.00448602	0.01469
2.8	-0.0161382	0.00542173	0.0170246
3	-0.0175986	0.00720582	0.0190167
3.2	-0.0173656	0.00800528	0.019122
3.4	-0.0174906	0.00812399	0.0192852
3.6	-0.0190871	0.00920949	0.0211928
3.8	-0.0206063	0.0110951	0.0234034
4	-0.021026	0.0122885	0.0243537
4.2	-0.0214822	0.0128186	0.025016
4.4	-0.0228066	0.0140468	0.0267853
4.6	-0.0242691	0.0160439	0.0290929
4.8	-0.0251613	0.0175966	0.030704
5	-0.025886	0.0185832	0.0318656
5.2	-0.0270707	0.0200489	0.0336865
5.4	-0.0285086	0.0221734	0.0361164
5.6	-0.0296501	0.024089	0.0382022
5.8	-0.0305682	0.0255756	0.0398564
6	-0.0317048	0.0273539	0.041874
6.2	-0.0330726	0.0296825	0.0444393
6.4	-0.0343135	0.0319813	0.0469065
6.6	-0.0353357	0.033985	0.0490265
6.8	-0.036414	0.0361596	0.0513176
7	-0.0376703	0.0387763	0.0540616
7.2	-0.0388775	0.0414804	0.0568514
7.4	-0.0398852	0.0440131	0.0593968
7.6	-0.0408566	0.0466429	0.0620066
7.8	-0.0419311	0.0496177	0.0649625
8	-0.0429773	0.0527457	0.0680379
8.2	-0.0438473	0.0557991	0.0709657
8.4	-0.0446226	0.0589113	0.0739035
8.6	-0.0454289	0.0622915	0.0770974
8.8	-0.0462015	0.0658673	0.0804554
9	-0.0468216	0.0694892	0.0837915
9.2	-0.0473314	0.0732714	0.0872294
9.4	-0.0478397	0.0774835	0.0910622
9.6	-0.0483262	0.082265	0.0954094
9.8	-0.048693	0.0876699	0.100285
10	-0.048922	0.0938709	0.105854
10.2	-0.0490374	0.101088	0.112354
10.4	-0.0489699	0.109338	0.119803
10.6	-0.0485816	0.118408	0.127986
10.8	-0.0477981	0.128043	0.136673
11	-0.0466184	0.138014	0.145675
11.2	-0.0450234	0.148018	0.154714
11.4	-0.0429693	0.157663	0.163414
11.6	-0.040468	0.166616	0.17146
11.8	-0.0375973	0.174672	0.178672
12	-0.0344282	0.181669	0.184902
12.2	-0.0310016	0.187435	0.189981
12.4	-0.0273789	0.191869	0.193812
12.6	-0.0236568	0.194986	0.196416
12.8	-0.019917	0.196857	0.197862
13	-0.0162014	0.197551	0.198214
13.2	-0.0125477	0.197179	0.197578
13.4	-0.00900732	0.195925	0.196132
13.6	-0.0056142	0.193994	0.194075
13.8	-0.0023658	0.191561	0.191575
14	0.000749829	0.188787	0.188788
14.2	0.00373245	0.185843	0.18588
14.4	0.00659143	0.182874	0.182993
14.6	0.0093554	0.179968	0.180211
14.8	0.0120534	0.177173	0.177583
15	0.0146962	0.174525	0.175143
15.2	0.0172893	0.172038	0.172905
15.4	0.0198465	0.169692	0.170849
15.6	0.0223769	0.167447	0.168936
15.8	0.024874	0.165272	0.167133
16	0.0273257	0.163137	0.165409
16.2	0.0297276	0.161003	0.163725
16.4	0.0320744	0.158833	0.162039
16.6	0.0343513	0.156604	0.160327
16.8	0.0365445	0.154303	0.158572
17	0.0386451	0.151915	0.156754
17.2	0.0406497	0.149429	0.154859
17.4	0.0425476	0.146842	0.152882
17.6	0.0443286	0.14416	0.150821
17.8	0.0459915	0.141386	0.148678
18	0.0475353	0.138521	0.14645
18.2	0.0489544	0.135573	0.144141
18.4	0.0502459	0.132555	0.141759
18.6	0.0514114	0.129473	0.139307
18.8	0.0524529	0.126333	0.136789
19	0.0533691	0.123143	0.134211
19.2	0.0541587	0.119914	0.131577
19.4	0.0548249	0.116652	0.128893
19.6	0.0553707	0.113361	0.126161
19.8	0.0557962	0.11005	0.123386
20	0.0561019	0.106724	0.120571
20.2	0.0562902	0.103387	0.117718
20.4	0.0563634	0.100044	0.114829
20.6	0.0563219	0.0967	0.111906
20.8	0.0561663	0.0933586	0.108952
21	0.0558987	0.0900233	0.105966
21.2	0.0555207	0.0866969	0.102951
21.4	0.0550326	0.0833836	0.099907
21.6	0.0544352	0.0800869	0.0968355
21.8	0.0537302	0.0768096	0.0937371
22	0.0529189	0.0735549	0.090613
22.2	0.0520014	0.0703265	0.0874641
22.4	0.0509791	0.0671276	0.0842911
22.6	0.0498536	0.0639611	0.081095
22.8	0.0486263	0.0608303	0.0778771
23	0.0472982	0.0577396	0.074639
23.2	0.0458707	0.0546926	0.0713821
23.4	0.044346	0.051693	0.0681082
23.6	0.0427263	0.0487444	0.0648194
23.8	0.0410134	0.0458515	0.0615179
24	0.0392096	0.043018	0.058206
24.2	0.0373182	0.0402484	0.054887
24.4	0.0353419	0.0375466	0.0515636
24.6	0.0332838	0.0349175	0.0482394
24.8	0.0311476	0.0323652	0.0449186
25	0.0289373	0.029894	0.0416055
25.2	0.0266569	0.0275083	0.0383053
25.4	0.0243108	0.0252126	0.0350241
25.6	0.0219037	0.023011	0.0317691
25.8	0.0194408	0.0209074	0.0285493
26	0.0169271	0.0189061	0.0253765
26.2	0.0143683	0.0170109	0.022267
26.4	0.0117702	0.0152254	0.0192444
26.6	0.00913889	0.0135532	0.0163465
26.8	0.00648092	0.0119974	0.0136359
27	0.0038027	0.0105608	0.0112245
27.2	0.0011118	0.00924614	0.00931274
27.4	-0.00158466	0.00805587	0.00821025
27.6	-0.00427865	0.00699136	0.0081967
27.8	-0.00696465	0.00605424	0.00922822
28	-0.00963598	0.00524549	0.0109712
28.2	-0.012287	0.0045657	0.0131079
28.4	-0.0149116	0.00401492	0.0154427
28.6	-0.0175043	0.00359275	0.0178692
28.8	-0.0200591	0.00329838	0.0203284
29	-0.0225706	0.00313049	0.0227867
29.2	-0.0250335	0.0030878	0.0252233
29.4	-0.0274423	0.00316821	0.0276246
29.6	-0.0297922	0.00336969	0.0299821
29.8	-0.0320776	0.00368968	0.0322891
30	-0.0342942	0.00412531	0.0345414
30.2	-0.0364369	0.00467366	0.0367354
30.4	-0.0385014	0.00533102	0.0388687
30.6	-0.0404832	0.00609402	0.0409393
30.8	-0.0423786	0.00695875	0.0429461
31	-0.0441822	0.00792074	0.0448866
31.2	-0.0458911	0.00897545	0.0467606
31.4	-0.0475016	0.0101189	0.0485674
31.6	-0.0490107	0.0113464	0.050307
31.8	-0.050414	0.0126526	0.0519775
32	-0.0517093	0.0140326	0.0535795
32.2	-0.052894	0.0154816	0.0551132
32.4	-0.0539647	0.0169939	0.0565772
32.6	-0.0549198	0.018564	0.0579724
32.8	-0.0557568	0.0201869	0.0592987
33	-0.0564736	0.0218562	0.0605554
33.2	-0.0570688	0.0235668	0.0617433
33.4	-0.0575405	0.0253123	0.0628619
33.6	-0.0578878	0.0270866	0.0639116
33.8	-0.0581094	0.0288837	0.0648919
34	-0.0582046	0.0306968	0.0658033
34.2	-0.0581728	0.0325197	0.0666453
34.4	-0.0580139	0.0343455	0.0674182
34.6	-0.0577277	0.0361674	0.0681217
34.8	-0.0573149	0.0379785	0.0687558
35	-0.0567759	0.0397717	0.0693202
35.2	-0.056112	0.0415398	0.0698148
35.4	-0.0553243	0.0432754	0.0702391
35.6	-0.0544148	0.0449712	0.0705931
35.8	-0.0533853	0.0466199	0.070876
36	-0.0522386	0.0482142	0.0710878
36.2	-0.0509775	0.0497466	0.071228
36.4	-0.0496052	0.0512099	0.0712961
36.6	-0.0481255	0.0525968	0.0712916
36.8	-0.0465428	0.0538999	0.071214
37	-0.0448614	0.0551124	0.0710628
37.2	-0.0430866	0.0562272	0.0708375
