# Time	U	V	U_magnitude
0	-6.2564e-116	3.09942e-115	3.16194e-115
0.2	-1.45644e-08	1.05231e-08	1.79682e-08
0.4	-0.00240573	0.000137361	0.00240964
0.6	-0.0113527	3.63595e-05	0.0113528
0.8	-0.0127093	0.000176643	0.0127105
1	-0.011335	0.000433343	0.0113432
1.2	-0.00850764	0.000849354	0.00854994
1.4	-0.00638291	0.000827222	0.00643629
1.6	-0.00664048	0.000805662	0.00668918
1.8	-0.0112747	0.00103028	0.0113217
2	-0.0140261	0.00157321	0.0141141
2.2	-0.0150524	0.00193804	0.0151766
2.4	-0.0136013	0.00233337	0.0138
2.6	-0.0102756	0.00245274	0.0105643
2.8	-0.00891506	0.0025021	0.00925952
3	-0.0111081	0.00267986	0.0114268
3.2	-0.014511	0.00305238	0.0148286
3.4	-0.0167776	0.00368628	0.0171778
3.6	-0.0164825	0.00461434	0.0171162
3.8	-0.014089	0.00515081	0.0150011
4	-0.0125159	0.00511358	0.0135202
4.2	-0.0132192	0.00501926	0.0141401
4.4	-0.0154404	0.00530859	0.0163275
4.6	-0.017867	0.00624	0.0189253
4.8	-0.0190153	0.00748767	0.0204364
5	-0.0183356	0.00833346	0.0201405
5.2	-0.016926	0.00859419	0.0189828
5.4	-0.016382	0.00857735	0.0184917
5.6	-0.0175176	0.00867215	0.0195467
5.8	-0.0198941	0.00935508	0.021984
6	-0.0218466	0.0106517	0.024305
6.2	-0.0221596	0.0120169	0.0252082
6.4	-0.0213004	0.0128994	0.0249018
6.6	-0.0206577	0.013083	0.0244521
6.8	-0.0212269	0.0129612	0.0248711
7	-0.0229254	0.0133324	0.0265203
7.2	-0.0247504	0.0145539	0.0287123
7.4	-0.0257879	0.0162288	0.0304695
7.6	-0.0259214	0.0176316	0.0313495
7.8	-0.0256722	0.018278	0.0315142
8	-0.0257959	0.0183552	0.0316598
8.2	-0.0267627	0.0185643	0.0325711
8.4	-0.0283326	0.0194786	0.0343825
8.6	-0.0297847	0.0211079	0.0365058
8.8	-0.0305693	0.022917	0.0382056
9	-0.0307427	0.0242347	0.0391463
9.2	-0.0308914	0.0248256	0.0396306
9.4	-0.0315704	0.0250957	0.0403297
9.6	-0.0327991	0.0257364	0.0416911
9.8	-0.034151	0.0271542	0.0436307
10	-0.03521	0.0291288	0.0456971
10.2	-0.0358789	0.0309986	0.0474153
10.4	-0.0363724	0.032245	0.0486075
10.6	-0.0369883	0.0329175	0.0495146
10.8	-0.0378793	0.0335588	0.0506067
11	-0.03899	0.0347479	0.0522267
11.2	-0.0401276	0.036622	0.0543267
11.4	-0.0411028	0.0387845	0.0565126
11.6	-0.041875	0.0406622	0.058369
11.8	-0.0425719	0.0419708	0.0597822
12	-0.0433593	0.0429255	0.0610133
12.2	-0.0442985	0.0440497	0.0624719
12.4	-0.045317	0.045736	0.0643848
12.6	-0.046303	0.0479383	0.0666487
12.8	-0.0472094	0.0502346	0.0689365
13	-0.0480586	0.0521828	0.0709413
13.2	-0.0488832	0.0536774	0.0726005
13.4	-0.0496993	0.0550122	0.0741374
13.6	-0.0505214	0.0566211	0.0758839
13.8	-0.0513729	0.0587288	0.0780272
14	-0.0522617	0.0611902	0.0804707
14.2	-0.0531572	0.063638	0.0829185
14.4	-0.0540092	0.065804	0.0851303
14.6	-0.054796	0.0677425	0.08713
14.8	-0.055548	0.0697947	0.0892014
15	-0.0563305	0.0723444	0.0916888
15.2	-0.0572011	0.0755664	0.0947747
15.4	-0.0581762	0.0793647	0.0984034
15.6	-0.0592203	0.0835289	0.102392
15.8	-0.0602644	0.0879574	0.106622
16	-0.06125	0.0927665	0.111163
16.2	-0.0621728	0.0982051	0.116231
16.4	-0.0630828	0.104458	0.122028
16.6	-0.0640289	0.111497	0.128574
16.8	-0.0649916	0.119094	0.135673
17	-0.0658712	0.126961	0.143032
17.2	-0.0665469	0.134913	0.150433
17.4	-0.0669574	0.142926	0.157833
17.6	-0.0671297	0.151063	0.165307
17.8	-0.0671351	0.159339	0.172905
18	-0.0670132	0.167635	0.180534
18.2	-0.0667288	0.17572	0.187964
18.4	-0.0661924	0.183348	0.19493
18.6	-0.0653257	0.190355	0.201252
18.8	-0.0641207	0.196699	0.206887
19	-0.0626488	0.202404	0.211878
19.2	-0.0610089	0.207471	0.216255
19.4	-0.0592567	0.211824	0.219956
19.6	-0.0573723	0.215322	0.222835
19.8	-0.0552966	0.217841	0.224749
20	-0.0530045	0.21935	0.225663
20.2	-0.0505516	0.219942	0.225677
20.4	-0.0480506	0.219782	0.224973
20.6	-0.0456005	0.219022	0.223719
20.8	-0.0432301	0.217762	0.222012
21	-0.0409011	0.216058	0.219895
21.2	-0.038563	0.213977	0.217425
21.4	-0.0362083	0.211645	0.21472
21.6	-0.0338854	0.209237	0.211963
21.8	-0.0316607	0.206937	0.209345
22	-0.0295644	0.204873	0.206996
22.2	-0.0275644	0.203092	0.204954
22.4	-0.0255874	0.201568	0.203185
22.6	-0.0235714	0.200255	0.201638
22.8	-0.0215072	0.199132	0.20029
23	-0.0194351	0.198213	0.199163
23.2	-0.0174031	0.19752	0.198285
23.4	-0.0154213	0.197048	0.19765
23.6	-0.013453	0.196735	0.197194
23.8	-0.0114457	0.196487	0.19682
24	-0.00937417	0.196219	0.196442
24.2	-0.00725897	0.19589	0.196025
24.4	-0.00514815	0.195512	0.19558
24.6	-0.0030792	0.195114	0.195138
24.8	-0.00105317	0.194702	0.194705
25	0.000960523	0.194242	0.194245
25.2	0.00299441	0.193677	0.1937
25.4	0.00505426	0.192963	0.193029
25.6	0.0071125	0.192099	0.192231
25.8	0.00912826	0.191124	0.191342
26	0.011078	0.190083	0.190405
26.2	0.0129704	0.188992	0.189436
26.4	0.0148347	0.187829	0.188414
26.6	0.0166947	0.186557	0.187303
26.8	0.0185475	0.185155	0.186081
27	0.0203666	0.183637	0.184763
27.2	0.0221226	0.182044	0.183383
27.4	0.0238048	0.180412	0.181976
27.6	0.0254272	0.178749	0.180549
27.8	0.0270141	0.177032	0.179082
28	0.0285797	0.175231	0.177546
28.2	0.0301165	0.173333	0.17593
28.4	0.0316009	0.17136	0.174249
28.6	0.0330124	0.169346	0.172534
28.8	0.0343467	0.167317	0.170806
29	0.0356191	0.16527	0.169065
29.2	0.0368494	0.163181	0.16729
29.4	0.0380457	0.161024	0.165458
29.6	0.0391985	0.1588	0.163566
29.8	0.040287	0.156528	0.161629
30	0.0412958	0.154238	0.159671
30.2	0.0422266	0.151944	0.157703
30.4	0.0430937	0.149637	0.155718
30.6	0.0439122	0.147292	0.153698
30.8	0.0446856	0.144895	0.151629
31	0.0454028	0.142453	0.149513
31.2	0.046047	0.139987	0.147365
31.4	0.0466083	0.137519	0.145202
31.6	0.047091	0.135054	0.143028
31.8	0.0475093	0.132579	0.140835
32	0.0478752	0.130077	0.138607
32.2	0.0481892	0.12754	0.13634
32.4	0.0484397	0.12498	0.134038
32.6	0.0486128	0.122418	0.131717
32.8	0.0487037	0.119868	0.129385
33	0.0487198	0.117329	0.127042
33.2	0.0486749	0.114788	0.124682
33.4	0.0485779	0.112232	0.122294
33.6	0.0484264	0.109663	0.119879
33.8	0.0482095	0.107094	0.117445
34	0.0479173	0.104543	0.115002
34.2	0.0475496	0.102017	0.112554
34.4	0.0471161	0.0995107	0.110101
34.6	0.0466295	0.0970118	0.107636
34.8	0.0460955	0.0945147	0.105156
35	0.0455099	0.0920255	0.102664
35.2	0.0448627	0.089558	0.100166
35.4	0.0441482	0.0871237	0.0976709
35.6	0.0433699	0.0847241	0.0951794
35.8	0.0425391	0.0823515	0.0926895
36	0.0416664	0.0799976	0.0901981
36.2	0.0407542	0.0776616	0.0877053
36.4	0.0397967	0.0753516	0.0852153
36.6	0.0387861	0.0730789	0.0827338
36.8	0.0377203	0.0708495	0.0802651
37	0.0366062	0.068661	0.0778097
37.2	0.0354548	0.0665058	0.0753662
37.4	0.0342736	0.0643792	0.0729339
37.6	0.0330621	0.0622836	0.0705149
37.8	0.0318139	0.0602272	0.0681134
38	0.0305235	0.0582176	0.0657341
38.2	0.0291928	0.0562563	0.0633797
38.4	0.0278301	0.0543389	0.061051
38.6	0.026445	0.0524595	0.0587481
38.8	0.0250416	0.0506164	0.0564721
39	0.0236169	0.0488136	0.0542266
39.2	0.022165	0.0470579	0.0520166
39.4	0.0206834	0.0453531	0.0498468
39.6	0.0191768	0.0436979	0.0477206
39.8	0.0176537	0.0420877	0.0456402
40	0.0161213	0.0405185	0.0436079
40.2	0.0145801	0.038991	0.0416278
40.4	0.0130259	0.0375093	0.0397067
40.6	0.0114544	0.0360781	0.0378527
40.8	0.00986624	0.0346984	0.0360738
41	0.00826748	0.0333675	0.0343765
41.2	0.00666583	0.0320815	0.0327667
41.4	0.00506492	0.0308387	0.0312518
41.6	0.00346327	0.0296406	0.0298423
41.8	0.0018565	0.028491	0.0285515
42	0.000242745	0.0273923	0.0273933
42.2	-0.00137496	0.0263438	0.0263797
42.4	-0.00299052	0.0253426	0.0255184
42.6	-0.00459899	0.0243862	0.024816
42.8	-0.00619954	0.023474	0.0242789
43	-0.00779557	0.0226084	0.0239146
43.2	-0.00939016	0.0217915	0.0237286
43.4	-0.0109835	0.0210245	0.0237206
43.6	-0.0125716	0.0203058	0.0238824
43.8	-0.0141496	0.0196328	0.0242004
44	-0.0157147	0.0190041	0.0246598
44.2	-0.017268	0.01842	0.0252483
44.4	-0.0188125	0.0178824	0.0259556
44.6	-0.0203499	0.0173927	0.0267699
44.8	-0.0218787	0.0169507	0.0276767
45	-0.0233945	0.0165546	0.0286594
45.2	-0.0248942	0.0162025	0.0297026
45.4	-0.0263768	0.0158936	0.0307952
45.6	-0.027844	0.0156288	0.0319303
45.8	-0.0292979	0.0154094	0.0331031
46	-0.0307386	0.0152358	0.0343073
46.2	-0.0321634	0.0151072	0.0355346
46.4	-0.0335686	0.015022	0.0367765
46.6	-0.0349523	0.0149789	0.0380267
46.8	-0.0363146	0.0149777	0.0392821
47	-0.0376574	0.015019	0.040542
47.2	-0.0389814	0.0151036	0.0418051
47.4	-0.0402851	0.0152313	0.0430684
47.6	-0.0415657	0.0154011	0.0443272
47.8	-0.0428204	0.0156116	0.0455775
48	-0.0440479	0.0158617	0.0468168
48.2	-0.045249	0.0161511	0.0480451
48.4	-0.0464249	0.0164804	0.0492633
48.6	-0.0475751	0.01685	0.0504709
48.8	-0.0486974	0.0172592	0.0516654
49	-0.0497891	0.0177069	0.052844
49.2	-0.0508485	0.0181918	0.0540047
49.4	-0.0518748	0.0187128	0.0551468
49.6	-0.052869	0.0192696	0.0562712
49.8	-0.0538312	0.0198628	0.0573788
50	-0.05476	0.020492	0.0584686
50.2	-0.0556529	0.0211562	0.0595384
50.4	-0.0565078	0.0218535	0.0605863
50.6	-0.0573239	0.0225829	0.0616119
50.8	-0.0581012	0.0233439	0.0626154
51	-0.0588395	0.0241358	0.0635973
51.2	-0.0595384	0.0249582	0.064558
51.4	-0.0601961	0.0258106	0.0654962
51.6	-0.0608105	0.0266912	0.0664103
51.8	-0.0613802	0.0275983	0.0672993
52	-0.0619048	0.0285307	0.068163
52.2	-0.062384	0.0294873	0.0690019
52.4	-0.0628177	0.0304674	0.0698164
52.6	-0.0632047	0.03147	0.0706059
52.8	-0.0635434	0.0324936	0.0713694
53	-0.0638322	0.0335362	0.0721056
53.2	-0.0640703	0.0345957	0.0728139
53.4	-0.0642575	0.0356705	0.0734943
53.6	-0.0643937	0.0367594	0.0741471
53.8	-0.0644783	0.037861	0.0747723
54	-0.0645103	0.0389736	0.0753692
54.2	-0.0644884	0.0400949	0.0759365
