# Time	Value
50.2	-0.0541706
50.4	-0.055003
50.6	-0.0558001
50.8	-0.0565618
51	-0.0572878
51.2	-0.0579762
51.4	-0.0586249
51.6	-0.0592328
51.8	-0.0597996
52	-0.0603254
52.2	-0.0608099
52.4	-0.0612519
52.6	-0.0616498
52.8	-0.062002
53	-0.062308
53.2	-0.0625676
53.4	-0.0627808
53.6	-0.062947
53.8	-0.0630648
54	-0.0631331
54.2	-0.063151
54.4	-0.0631184
54.6	-0.0630353
54.8	-0.0629016
55	-0.0627167
55.2	-0.0624797
55.4	-0.0621901
55.6	-0.0618477
55.8	-0.0614528
56	-0.0610058
56.2	-0.0605067
56.4	-0.0599553
56.6	-0.0593516
56.8	-0.0586956
57	-0.057988
57.2	-0.0572296
57.4	-0.0564212
57.6	-0.0555633
57.8	-0.0546565
58	-0.0537014
58.2	-0.0526992
58.4	-0.051651
58.6	-0.0505585
58.8	-0.049423
59	-0.0482457
59.2	-0.047028
59.4	-0.0457715
59.6	-0.0444781
59.8	-0.04315
60	-0.0417893
60.2	-0.0403981
60.4	-0.0389785
60.6	-0.0375328
60.8	-0.0360634
61	-0.0345732
61.2	-0.033065
61.4	-0.0315417
61.6	-0.0300061
61.8	-0.0284611
62	-0.0269098
62.2	-0.0253554
62.4	-0.0238014
62.6	-0.0222513
62.8	-0.0207085
63	-0.0191764
63.2	-0.0176585
63.4	-0.0161585
63.6	-0.0146802
63.8	-0.0132274
64	-0.0118039
64.2	-0.0104134
64.4	-0.00905965
64.6	-0.00774645
64.8	-0.00647765
65	-0.00525731
65.2	-0.00408923
65.4	-0.00297727
65.6	-0.00192496
65.8	-0.000936107
66	-1.41036e-05
66.2	0.000837219
66.4	0.00161451
66.6	0.00231467
66.8	0.00293456
67	0.00347128
67.2	0.00392209
67.4	0.00428442
67.6	0.00455575
67.8	0.00473385
68	0.00481684
68.2	0.00480317
68.4	0.00469153
68.6	0.00448091
68.8	0.00417058
69	0.00376021
69.2	0.00324994
69.4	0.00264024
69.6	0.00193216
69.8	0.00112725
70	0.000227227
70.2	-0.000765512
70.4	-0.00184812
70.6	-0.0030175
70.8	-0.00427002
71	-0.00560206
71.2	-0.00700912
71.4	-0.00848753
71.6	-0.0100324
71.8	-0.0116392
72	-0.0133028
72.2	-0.0150184
72.4	-0.0167805
72.6	-0.0185836
72.8	-0.0204227
73	-0.0222918
73.2	-0.0241848
73.4	-0.026096
73.6	-0.0280193
73.8	-0.0299487
74	-0.031878
74.2	-0.0338009
74.4	-0.0357109
74.6	-0.0376018
74.8	-0.0394672
75	-0.0413007
75.2	-0.0430955
75.4	-0.0448456
75.6	-0.0465452
75.8	-0.048187
76	-0.0497662
76.2	-0.0512757
76.4	-0.0527107
76.6	-0.0540651
76.8	-0.0553337
77	-0.0565117
77.2	-0.057594
77.4	-0.0585763
77.6	-0.0594543
77.8	-0.0602244
78	-0.0608831
78.2	-0.0614277
78.4	-0.0618557
78.6	-0.0621649
78.8	-0.0623541
79	-0.0624223
79.2	-0.062369
79.4	-0.0621946
79.6	-0.0618998
79.8	-0.0614858
80	-0.0609547
80.2	-0.0603087
80.4	-0.059551
80.6	-0.0586851
80.8	-0.057715
81	-0.0566452
81.2	-0.0554805
81.4	-0.0542262
81.6	-0.0528878
81.8	-0.0514714
82	-0.0499828
82.2	-0.0484282
82.4	-0.0468139
82.6	-0.0451462
82.8	-0.0434313
83	-0.0416753
83.2	-0.0398842
83.4	-0.0380639
83.6	-0.0362198
83.8	-0.0343574
84	-0.0324819
84.2	-0.030598
84.4	-0.0287104
84.6	-0.0268237
84.8	-0.0249419
85	-0.0230692
85.2	-0.0212094
85.4	-0.0193663
85.6	-0.0175436
85.8	-0.0157451
86	-0.0139744
86.2	-0.0122352
86.4	-0.0105315
86.6	-0.0088671
86.8	-0.00724631
87	-0.00567351
87.2	-0.00415338
87.4	-0.00269085
87.6	-0.00129113
87.8	4.03195e-05
88	0.00129771
88.2	0.00247578
88.4	0.00356872
88.6	0.004571
88.8	0.00547678
89	0.0062804
89.2	0.00697641
89.4	0.00755902
89.6	0.00802343
89.8	0.00836484
90	0.00857878
90.2	0.00866127
90.4	0.00860932
90.6	0.00842048
90.8	0.00809309
91	0.00762626
91.2	0.00702015
91.4	0.006276
91.6	0.0053959
91.8	0.00438331
92	0.00324218
92.2	0.00197821
92.4	0.000597679
92.6	-0.000892241
92.8	-0.00248278
93	-0.00416629
93.2	-0.00593449
93.4	-0.0077782
93.6	-0.00968846
93.8	-0.011656
94	-0.0136713
94.2	-0.0157249
94.4	-0.017807
94.6	-0.0199078
94.8	-0.0220176
95	-0.0241267
95.2	-0.0262251
95.4	-0.0283032
95.6	-0.0303513
95.8	-0.0323599
96	-0.0343197
96.2	-0.0362214
96.4	-0.0380562
96.6	-0.0398157
96.8	-0.0414915
97	-0.0430759
97.2	-0.0445616
97.4	-0.0459418
97.6	-0.0472105
97.8	-0.0483619
98	-0.0493914
98.2	-0.0502948
98.4	-0.0510689
98.6	-0.0517111
98.8	-0.0522198
99	-0.0525943
99.2	-0.0528347
99.4	-0.052942
99.6	-0.0529182
99.8	-0.0527659
100	-0.0524887
100.2	-0.0520909
100.4	-0.0515776
100.6	-0.0509544
100.8	-0.0502276
101	-0.0494037
101.2	-0.04849
101.4	-0.0474936
101.6	-0.0464221
101.8	-0.0452829
102	-0.0440833
102.2	-0.0428306
102.4	-0.0415316
102.6	-0.0401927
102.8	-0.03882
103	-0.0374189
103.2	-0.0359943
103.4	-0.0345504
103.6	-0.0330912
103.8	-0.0316197
104	-0.0301387
104.2	-0.0286506
104.4	-0.0271573
104.6	-0.0256604
104.8	-0.0241615
105	-0.0226618
105.2	-0.0211627
105.4	-0.0196656
105.6	-0.0181721
105.8	-0.0166841
106	-0.0152037
106.2	-0.0137337
106.4	-0.0122772
106.6	-0.0108379
106.8	-0.00942018
107	-0.00802909
107.2	-0.00667022
107.4	-0.00534981
107.6	-0.00407464
107.8	-0.00285185
108	-0.00168931
108.2	-0.000594912
108.4	0.000423427
108.6	0.00135738
108.8	0.00219945
109	0.00294197
109.2	0.00357785
109.4	0.00410067
109.6	0.00450397
109.8	0.00478286
110	0.00493286
110.2	0.00495044
110.4	0.00483308
110.6	0.00457937
110.8	0.00418905
111	0.0036631
111.2	0.00300329
111.4	0.00221336
111.6	0.0012972
111.8	0.000261063
112	-0.000888636
112.2	-0.0021434
112.4	-0.0034951
112.6	-0.00493531
112.8	-0.00645468
113	-0.00804314
113.2	-0.00969116
113.4	-0.0113885
113.6	-0.013125
113.8	-0.0148901
114	-0.0166739
114.2	-0.0184657
114.4	-0.0202554
114.6	-0.0220329
114.8	-0.0237883
