# Time	U	V	U_magnitude
0	-5.40034e-10	6.35479e-10	8.33949e-10
0.2	-0.0132704	3.14923e-05	0.0132705
0.4	-0.0108526	0.000878152	0.010888
0.6	-0.0150327	0.00016005	0.0150336
0.8	-0.016517	0.00187035	0.0166226
1	-0.0172595	0.00129765	0.0173082
1.2	-0.0194149	0.00296871	0.0196405
1.4	-0.0196062	0.00292672	0.0198235
1.6	-0.0214463	0.00441152	0.0218953
1.8	-0.0219998	0.00499943	0.0225607
2	-0.0235238	0.0063858	0.0243751
2.2	-0.0245467	0.0075393	0.0256785
2.4	-0.0259665	0.00900104	0.0274823
2.6	-0.02735	0.0105914	0.0293291
2.8	-0.028846	0.0122763	0.0313496
3	-0.0304832	0.0142144	0.0336344
3.2	-0.0321515	0.016211	0.0360072
3.4	-0.0339852	0.0184678	0.0386789
3.6	-0.035855	0.0208222	0.0414626
3.8	-0.037861	0.0234117	0.0445147
4	-0.0399243	0.0261519	0.047727
4.2	-0.0420884	0.0291101	0.0511745
4.4	-0.04432	0.0322624	0.054819
4.6	-0.0466241	0.0356326	0.0586812
4.8	-0.0489907	0.0392273	0.0627604
5	-0.0514074	0.0430519	0.0670537
5.2	-0.0538707	0.0471225	0.0715722
5.4	-0.0563639	0.051441	0.076309
5.6	-0.0588838	0.0560265	0.081279
5.8	-0.0614197	0.0608958	0.0864909
6	-0.0639757	0.0660998	0.0919896
6.2	-0.0665593	0.0717288	0.0978527
6.4	-0.0691853	0.0779386	0.104216
6.6	-0.0718543	0.0849331	0.11125
6.8	-0.0745305	0.0929121	0.119111
7	-0.0771212	0.101983	0.12786
7.2	-0.0794776	0.112081	0.1374
7.4	-0.0814216	0.122941	0.147458
7.6	-0.0827831	0.134136	0.157625
7.8	-0.0834352	0.145162	0.167432
8	-0.0833121	0.155522	0.176431
8.2	-0.0824114	0.164791	0.184249
8.4	-0.0807841	0.172658	0.190622
8.6	-0.0785202	0.178928	0.195399
8.8	-0.0757332	0.183519	0.198531
9	-0.0725464	0.186445	0.200062
9.2	-0.069083	0.187796	0.200099
9.4	-0.0654574	0.187716	0.198802
9.6	-0.0617706	0.186389	0.196358
9.8	-0.0581073	0.184018	0.192974
10	-0.0545337	0.180812	0.188857
10.2	-0.0510996	0.176975	0.184204
10.4	-0.0478378	0.172693	0.179196
10.6	-0.044767	0.168129	0.173987
10.8	-0.0418957	0.163422	0.168706
11	-0.039223	0.158677	0.163453
11.2	-0.0367413	0.153974	0.158297
11.4	-0.0344422	0.149367	0.153286
11.6	-0.0323141	0.144887	0.148447
11.8	-0.0303457	0.140551	0.14379
12	-0.0285259	0.13636	0.139312
12.2	-0.0268468	0.132308	0.135004
12.4	-0.0253017	0.128384	0.130853
12.6	-0.023885	0.124574	0.126843
12.8	-0.0225929	0.120865	0.122959
13	-0.0214225	0.117246	0.119187
13.2	-0.02037	0.113704	0.115514
13.4	-0.0194351	0.110231	0.111931
13.6	-0.0186165	0.10682	0.10843
13.8	-0.0179123	0.103467	0.105006
14	-0.0173213	0.100171	0.101658
14.2	-0.0168417	0.0969311	0.0983834
