"Points_Y","velocity_X"
0.264,-0.282386
0.265,-0.281207
0.266,-0.280026
0.267,-0.278845
0.268,-0.277663
0.269,-0.276482
0.27,-0.275301
0.271,-0.27412
0.272,-0.272938
0.273,-0.271758
0.274,-0.270579
0.275,-0.2694
0.276,-0.268221
0.277,-0.267045
0.278,-0.265871
0.279,-0.264697
0.28,-0.263523
0.281,-0.262354
0.282,-0.261186
0.283,-0.260018
0.284,-0.25885
0.285,-0.25769
0.286,-0.256531
0.287,-0.255371
0.288,-0.254212
0.289,-0.253063
0.29,-0.251913
0.291,-0.250763
0.292,-0.249615
0.293,-0.248477
0.294,-0.247338
0.295,-0.246199
0.296,-0.245063
0.297,-0.243936
0.298,-0.24281
0.299,-0.241683
0.3,-0.240561
0.301,-0.239447
0.302,-0.238333
0.303,-0.237219
0.304,-0.236111
0.305,-0.23501
0.306,-0.23391
0.307,-0.232809
0.308,-0.231717
0.309,-0.230629
0.31,-0.229542
0.311,-0.228455
0.312,-0.227378
0.313,-0.226305
0.314,-0.225231
0.315,-0.224158
0.316,-0.223096
0.317,-0.222037
0.318,-0.220977
0.319,-0.219918
0.32,-0.218871
0.321,-0.217826
0.322,-0.21678
0.323,-0.215735
0.324,-0.214703
0.325,-0.21367
0.326,-0.212638
0.327,-0.211608
0.328,-0.210589
0.329,-0.20957
0.33,-0.208551
0.331,-0.207536
0.332,-0.20653
0.333,-0.205523
0.334,-0.204517
0.335,-0.203515
0.336,-0.202521
0.337,-0.201527
0.338,-0.200533
0.339,-0.199545
0.34,-0.198562
0.341,-0.19758
0.342,-0.196598
0.343,-0.195622
0.344,-0.194651
0.345,-0.193679
0.346,-0.192708
0.347,-0.191744
0.348,-0.190783
0.349,-0.189822
0.35,-0.188861
0.351,-0.187908
0.352,-0.186957
0.353,-0.186006
0.354,-0.185055
0.355,-0.184112
0.356,-0.18317
0.357,-0.182228
0.358,-0.181286
0.359,-0.180352
0.36,-0.179418
0.361,-0.178484
0.362,-0.177551
0.363,-0.176625
0.364,-0.175699
0.365,-0.174773
0.366,-0.173848
0.367,-0.172929
0.368,-0.17201
0.369,-0.171091
0.37,-0.170174
0.371,-0.169261
0.372,-0.168348
0.373,-0.167435
0.374,-0.166525
0.375,-0.165618
0.376,-0.16471
0.377,-0.163803
0.378,-0.162898
0.379,-0.161996
0.38,-0.161094
0.381,-0.160192
0.382,-0.159293
0.383,-0.158395
0.384,-0.157497
0.385,-0.156599
0.386,-0.155704
0.387,-0.15481
0.388,-0.153916
0.389,-0.153022
0.39,-0.152131
0.391,-0.151241
0.392,-0.15035
0.393,-0.149459
0.394,-0.148572
0.395,-0.147684
0.396,-0.146797
0.397,-0.14591
0.398,-0.145024
0.399,-0.144139
0.4,-0.143253
0.401,-0.142369
0.402,-0.141485
0.403,-0.140602
0.404,-0.139719
0.405,-0.138836
0.406,-0.137955
0.407,-0.137073
0.408,-0.136191
0.409,-0.13531
0.41,-0.134429
0.411,-0.133549
0.412,-0.132668
0.413,-0.131788
0.414,-0.130909
0.415,-0.13003
0.416,-0.12915
0.417,-0.128271
0.418,-0.127392
0.419,-0.126513
0.42,-0.125635
0.421,-0.124756
0.422,-0.123878
0.423,-0.122999
0.424,-0.122121
0.425,-0.121243
0.426,-0.120364
0.427,-0.119486
0.428,-0.118608
0.429,-0.117729
0.43,-0.116851
0.431,-0.115972
0.432,-0.115093
0.433,-0.114215
0.434,-0.113336
0.435,-0.112457
0.436,-0.111579
0.437,-0.110699
0.438,-0.10982
0.439,-0.108941
0.44,-0.108062
0.441,-0.107182
0.442,-0.106302
0.443,-0.105422
0.444,-0.104542
0.445,-0.103662
0.446,-0.102781
0.447,-0.101901
0.448,-0.10102
0.449,-0.100139
0.45,-0.0992573
0.451,-0.098376
0.452,-0.097494
0.453,-0.0966117
0.454,-0.0957294
0.455,-0.0948471
0.456,-0.0939641
0.457,-0.0930808
0.458,-0.0921974
0.459,-0.0913141
0.46,-0.0904299
0.461,-0.0895455
0.462,-0.0886611
0.463,-0.0877767
0.464,-0.0868912
0.465,-0.0860056
0.466,-0.08512
0.467,-0.0842344
0.468,-0.0833476
0.469,-0.0824608
0.47,-0.0815741
0.471,-0.0806871
0.472,-0.0797991
0.473,-0.0789111
0.474,-0.0780231
0.475,-0.0771347
0.476,-0.0762454
0.477,-0.0753561
0.478,-0.0744668
0.479,-0.0735769
0.48,-0.0726862
0.481,-0.0717956
0.482,-0.0709049
0.483,-0.0700135
0.484,-0.0691215
0.485,-0.0682294
0.486,-0.0673374
0.487,-0.0664445
0.488,-0.065551
0.489,-0.0646576
0.49,-0.0637641
0.491,-0.0628696
0.492,-0.0619747
0.493,-0.0610798
0.494,-0.0601849
0.495,-0.0592888
0.496,-0.0583925
0.497,-0.0574961
0.498,-0.0565997
0.499,-0.0557019
0.5,-0.0548041
0.501,-0.0539062
0.502,-0.0530083
0.503,-0.0521089
0.504,-0.0512095
0.505,-0.0503101
0.506,-0.0494105
0.507,-0.0485096
0.508,-0.0476087
0.509,-0.0467078
0.51,-0.0458065
0.511,-0.044904
0.512,-0.0440015
0.513,-0.0430991
0.514,-0.042196
0.515,-0.041292
0.516,-0.0403879
0.517,-0.0394838
0.518,-0.038579
0.519,-0.0376733
0.52,-0.0367677
0.521,-0.035862
0.522,-0.0349553
0.523,-0.034048
0.524,-0.0331407
0.525,-0.0322334
0.526,-0.0313249
0.527,-0.0304159
0.528,-0.0295069
0.529,-0.0285979
0.53,-0.0276875
0.531,-0.0267767
0.532,-0.025866
0.533,-0.0249553
0.534,-0.0240429
0.535,-0.0231304
0.536,-0.0222179
0.537,-0.0213054
0.538,-0.0203911
0.539,-0.0194768
0.54,-0.0185625
0.541,-0.0176479
0.542,-0.0167318
0.543,-0.0158156
0.544,-0.0148994
0.545,-0.0139828
0.546,-0.0130648
0.547,-0.0121468
0.548,-0.0112288
0.549,-0.01031
0.55,-0.00939006
0.551,-0.00847011
0.552,-0.00755016
0.553,-0.00662928
0.554,-0.0057073
0.555,-0.00478538
0.556,-0.00386346
0.557,-0.00294037
0.558,-0.00201638
0.559,-0.00109244
0.56,-0.000168505
0.561,0.000756788
0.562,0.00168269
0.563,0.00260866
0.564,0.00353456
0.565,0.00446206
0.566,0.00538996
0.567,0.00631786
0.568,0.00724582
0.569,0.0081756
0.57,0.00910557
0.571,0.0100355
0.572,0.0109656
0.573,0.0118977
0.574,0.0128298
0.575,0.0137619
0.576,0.0146943
0.577,0.0156288
0.578,0.0165632
0.579,0.0174975
0.58,0.0184325
0.581,0.0193692
0.582,0.020306
0.583,0.0212427
0.584,0.0221803
0.585,0.0231195
0.586,0.0240588
0.587,0.024998
0.588,0.0259383
0.589,0.0268801
0.59,0.0278219
0.591,0.0287638
0.592,0.0297071
0.593,0.0306516
0.594,0.0315961
0.595,0.0325407
0.596,0.0334871
0.597,0.0344345
0.598,0.0353818
0.599,0.0363291
0.6,0.0372789
0.601,0.0382292
0.602,0.0391795
0.603,0.0401299
0.604,0.041083
0.605,0.0420365
0.606,0.04299
0.607,0.0439434
0.608,0.0449001
0.609,0.0458569
0.61,0.0468136
0.611,0.0477707
0.612,0.0487308
0.613,0.0496909
0.614,0.050651
0.615,0.0516119
0.616,0.0525755
0.617,0.0535392
0.618,0.0545028
0.619,0.0554677
0.62,0.0564351
0.621,0.0574024
0.622,0.0583698
0.623,0.0593389
0.624,0.0603101
0.625,0.0612813
0.626,0.0622525
0.627,0.0632258
0.628,0.0642011
0.629,0.0651763
0.63,0.0661515
0.631,0.0671294
0.632,0.0681088
0.633,0.0690881
0.634,0.0700675
0.635,0.0710501
0.636,0.0720338
0.637,0.0730175
0.638,0.0740012
0.639,0.0749887
0.64,0.0759768
0.641,0.076965
0.642,0.0779531
0.643,0.0789458
0.644,0.0799385
0.645,0.0809313
0.646,0.0819245
0.647,0.082922
0.648,0.0839195
0.649,0.084917
0.65,0.0859155
0.651,0.086918
0.652,0.0879204
0.653,0.0889228
0.654,0.0899268
0.655,0.0909343
0.656,0.0919419
0.657,0.0929494
0.658,0.093959
0.659,0.0949717
0.66,0.0959845
0.661,0.0969972
0.662,0.0980127
0.663,0.0990307
0.664,0.100049
0.665,0.101067
0.666,0.102088
0.667,0.103112
0.668,0.104135
0.669,0.105159
0.67,0.106187
0.671,0.107216
0.672,0.108245
0.673,0.109274
0.674,0.110308
0.675,0.111343
0.676,0.112378
0.677,0.113412
0.678,0.114453
0.679,0.115493
0.68,0.116534
0.681,0.117575
0.682,0.118621
0.683,0.119668
0.684,0.120714
0.685,0.121762
0.686,0.122814
0.687,0.123867
0.688,0.12492
0.689,0.125974
0.69,0.127032
0.691,0.128091
0.692,0.12915
0.693,0.13021
0.694,0.131275
0.695,0.132339
0.696,0.133403
0.697,0.134471
0.698,0.135542
0.699,0.136613
0.7,0.137683
0.701,0.138758
0.702,0.139834
0.703,0.140911
0.704,0.141987
0.705,0.143068
0.706,0.144151
0.707,0.145234
0.708,0.146317
0.709,0.147404
0.71,0.148493
0.711,0.149582
0.712,0.150671
0.713,0.151765
0.714,0.15286
0.715,0.153954
0.716,0.155049
0.717,0.15615
0.718,0.15725
0.719,0.158351
0.72,0.159452
0.721,0.160558
0.722,0.161665
0.723,0.162771
0.724,0.163878
0.725,0.16499
0.726,0.166102
0.727,0.167213
0.728,0.168327
0.729,0.169444
0.73,0.170561
0.731,0.171678
0.732,0.172798
0.733,0.17392
0.734,0.175042
0.735,0.176164
0.736,0.177289
0.737,0.178416
0.738,0.179543
0.739,0.18067
0.74,0.1818
0.741,0.182932
0.742,0.184063
0.743,0.185195
0.744,0.18633
0.745,0.187465
0.746,0.188601
0.747,0.189737
0.748,0.190876
0.749,0.192016
0.75,0.193155
0.751,0.194295
0.752,0.195438
0.753,0.196581
0.754,0.197723
0.755,0.198867
0.756,0.200012
0.757,0.201158
0.758,0.202304
0.759,0.203451
0.76,0.204599
0.761,0.205747
0.762,0.206895
0.763,0.208044
0.764,0.209195
0.765,0.210345
0.766,0.211495
0.767,0.212646
0.768,0.213797
0.769,0.214949
0.77,0.2161
0.771,0.217252
0.772,0.218404
0.773,0.219556
0.774,0.220709
0.775,0.221861
0.776,0.223013
0.777,0.224165
0.778,0.225317
0.779,0.226468
0.78,0.22762
0.781,0.228771
0.782,0.229923
0.783,0.231073
0.784,0.232222
0.785,0.233372
0.786,0.234522
0.787,0.23567
0.788,0.236817
0.789,0.237965
0.79,0.239112
0.791,0.240256
0.792,0.241401
0.793,0.242545
0.794,0.243689
0.795,0.244829
0.796,0.245969
0.797,0.247109
0.798,0.248248
0.799,0.249384
0.8,0.250519
0.801,0.251654
0.802,0.252787
0.803,0.253917
0.804,0.255047
0.805,0.256176
0.806,0.257302
0.807,0.258424
0.808,0.259547
0.809,0.260669
0.81,0.261787
0.811,0.262901
0.812,0.264016
0.813,0.265131
0.814,0.266238
0.815,0.267344
0.816,0.26845
0.817,0.269555
0.818,0.270652
0.819,0.271748
0.82,0.272843
0.821,0.273939
0.822,0.275023
0.823,0.276108
0.824,0.277192
0.825,0.278275
0.826,0.279347
0.827,0.28042
0.828,0.281492
0.829,0.282561
0.83,0.28362
0.831,0.284678
0.832,0.285737
0.833,0.286791
0.834,0.287835
0.835,0.288879
0.836,0.289923
0.837,0.29096
0.838,0.291988
0.839,0.293017
0.84,0.294045
0.841,0.295064
0.842,0.296076
0.843,0.297087
0.844,0.298098
0.845,0.299098
0.846,0.300091
0.847,0.301084
0.848,0.302078
0.849,0.303057
0.85,0.304031
0.851,0.305005
0.852,0.305979
0.853,0.306936
0.854,0.30789
0.855,0.308844
0.856,0.309798
0.857,0.310732
0.858,0.311665
0.859,0.312598
0.86,0.31353
0.861,0.314441
0.862,0.315353
0.863,0.316264
0.864,0.317172
0.865,0.318061
0.866,0.318951
0.867,0.319841
0.868,0.320724
0.869,0.321591
0.87,0.322458
0.871,0.323326
0.872,0.324184
0.873,0.32503
0.874,0.325876
0.875,0.326722
0.876,0.327557
0.877,0.328382
0.878,0.329207
0.879,0.330032
0.88,0.330846
0.881,0.331652
0.882,0.332459
0.883,0.333265
0.884,0.33406
0.885,0.334851
0.886,0.335642
0.887,0.336433
0.888,0.337216
0.889,0.337996
0.89,0.338776
0.891,0.339557
0.892,0.340333
0.893,0.341109
0.894,0.341886
0.895,0.342662
0.896,0.343444
0.897,0.344226
0.898,0.345008
0.899,0.345793
0.9,0.346593
0.901,0.347393
0.902,0.348192
0.903,0.349002
0.904,0.349836
0.905,0.350671
0.906,0.351506
0.907,0.352363
0.908,0.353254
0.909,0.354145
0.91,0.355037
0.911,0.35597
0.912,0.356946
0.913,0.357922
0.914,0.358898
0.915,0.359947
0.916,0.361042
0.917,0.362138
0.918,0.363234
0.919,0.364446
0.92,0.365705
0.921,0.366965
0.922,0.368224
0.923,0.369661
0.924,0.371137
0.925,0.372613
0.926,0.374089
0.927,0.375827
0.928,0.377583
0.929,0.37934
0.93,0.381111
0.931,0.383224
0.932,0.385338
0.933,0.387451
0.934,0.389631
0.935,0.392188
0.936,0.394746
0.937,0.397304
0.938,0.400001
0.939,0.403103
0.94,0.406204
0.941,0.409306
0.942,0.412647
0.943,0.416404
0.944,0.42016
0.945,0.423916
0.946,0.428039
0.947,0.432569
0.948,0.437099
0.949,0.441629
0.95,0.446683
0.951,0.452111
0.952,0.457539
0.953,0.462967
0.954,0.469103
0.955,0.475552
0.956,0.482002
0.957,0.488452
0.958,0.495814
0.959,0.503401
0.96,0.510988
0.961,0.518575
0.962,0.527287
0.963,0.536109
0.964,0.544932
0.965,0.553779
0.966,0.563905
0.967,0.57403
0.968,0.584155
0.969,0.59445
0.97,0.605902
0.971,0.617353
0.972,0.628804
0.973,0.640561
0.974,0.653303
0.975,0.666046
0.976,0.678788
0.977,0.69194
0.978,0.705866
0.979,0.719792
0.98,0.733719
0.981,0.748098
0.982,0.76302
0.983,0.777941
0.984,0.792863
0.985,0.808193
0.986,0.823837
0.987,0.839482
0.988,0.855126
0.989,0.871025
0.99,0.887046
0.991,0.903067
0.992,0.919088
0.993,0.935094
0.994,0.951096
0.995,0.967098
0.996,0.9831
0.997,nan
0.998,nan
0.999,nan
1,nan
