# Time	Value
50.2	-0.166633
50.4	-0.165854
50.6	-0.165078
50.8	-0.164305
51	-0.163536
51.2	-0.162773
51.4	-0.162014
51.6	-0.16126
51.8	-0.160512
52	-0.159768
52.2	-0.15903
52.4	-0.158299
52.6	-0.157574
52.8	-0.156856
53	-0.156143
53.2	-0.155437
53.4	-0.154737
53.6	-0.154045
53.8	-0.15336
54	-0.152681
54.2	-0.152009
54.4	-0.151344
54.6	-0.150686
54.8	-0.150036
55	-0.149392
55.2	-0.148755
55.4	-0.148124
55.6	-0.147501
55.8	-0.146885
56	-0.146276
56.2	-0.145673
56.4	-0.145077
56.6	-0.144488
56.8	-0.143905
57	-0.143329
57.2	-0.14276
57.4	-0.142196
57.6	-0.141639
57.8	-0.141088
58	-0.140544
58.2	-0.140005
58.4	-0.139472
58.6	-0.138945
58.8	-0.138424
59	-0.137908
59.2	-0.137399
59.4	-0.136894
59.6	-0.136395
59.8	-0.135901
60	-0.135412
60.2	-0.134929
60.4	-0.134451
60.6	-0.133977
60.8	-0.133508
61	-0.133044
61.2	-0.132584
61.4	-0.13213
61.6	-0.131679
61.8	-0.131233
62	-0.130791
62.2	-0.130353
62.4	-0.12992
62.6	-0.129491
62.8	-0.129065
63	-0.128643
63.2	-0.128225
63.4	-0.127811
63.6	-0.1274
63.8	-0.126993
64	-0.12659
64.2	-0.126189
64.4	-0.125793
64.6	-0.125399
64.8	-0.125009
65	-0.124621
65.2	-0.124237
65.4	-0.123856
65.6	-0.123478
65.8	-0.123103
66	-0.12273
66.2	-0.12236
66.4	-0.121993
66.6	-0.121629
66.8	-0.121267
67	-0.120908
67.2	-0.120551
67.4	-0.120197
67.6	-0.119845
67.8	-0.119495
68	-0.119148
68.2	-0.118803
68.4	-0.118461
68.6	-0.11812
68.8	-0.117782
69	-0.117445
69.2	-0.117111
69.4	-0.116779
69.6	-0.116448
69.8	-0.11612
70	-0.115794
70.2	-0.115469
70.4	-0.115146
70.6	-0.114825
70.8	-0.114506
71	-0.114189
71.2	-0.113873
71.4	-0.113559
71.6	-0.113247
71.8	-0.112936
72	-0.112627
72.2	-0.112319
72.4	-0.112013
72.6	-0.111709
72.8	-0.111406
73	-0.111104
73.2	-0.110804
73.4	-0.110505
73.6	-0.110208
73.8	-0.109912
74	-0.109618
74.2	-0.109325
74.4	-0.109033
74.6	-0.108742
74.8	-0.108453
75	-0.108165
75.2	-0.107878
75.4	-0.107593
75.6	-0.107309
75.8	-0.107026
76	-0.106744
76.2	-0.106463
76.4	-0.106184
76.6	-0.105905
76.8	-0.105628
77	-0.105352
77.2	-0.105077
77.4	-0.104803
77.6	-0.104531
77.8	-0.104259
78	-0.103989
78.2	-0.103719
78.4	-0.103451
78.6	-0.103183
78.8	-0.102917
79	-0.102652
79.2	-0.102387
79.4	-0.102124
79.6	-0.101862
79.8	-0.101601
80	-0.10134
80.2	-0.101081
80.4	-0.100823
80.6	-0.100565
80.8	-0.100309
81	-0.100054
81.2	-0.0997994
81.4	-0.099546
81.6	-0.0992935
81.8	-0.099042
82	-0.0987914
82.2	-0.0985418
82.4	-0.0982932
82.6	-0.0980455
82.8	-0.0977987
83	-0.0975529
83.2	-0.097308
83.4	-0.0970641
83.6	-0.0968211
83.8	-0.096579
84	-0.0963379
84.2	-0.0960977
84.4	-0.0958585
84.6	-0.0956202
84.8	-0.0953828
85	-0.0951463
85.2	-0.0949108
85.4	-0.0946763
85.6	-0.0944426
85.8	-0.0942099
86	-0.0939782
86.2	-0.0937474
86.4	-0.0935175
86.6	-0.0932886
86.8	-0.0930607
87	-0.0928337
87.2	-0.0926076
87.4	-0.0923825
87.6	-0.0921583
87.8	-0.0919351
88	-0.0917129
88.2	-0.0914917
88.4	-0.0912714
88.6	-0.091052
88.8	-0.0908337
89	-0.0906163
89.2	-0.0903999
89.4	-0.0901845
89.6	-0.0899701
89.8	-0.0897566
90	-0.0895442
90.2	-0.0893327
90.4	-0.0891223
90.6	-0.0889128
90.8	-0.0887044
91	-0.088497
91.2	-0.0882905
91.4	-0.0880851
91.6	-0.0878807
91.8	-0.0876774
92	-0.087475
92.2	-0.0872737
92.4	-0.0870735
92.6	-0.0868742
92.8	-0.086676
93	-0.0864789
93.2	-0.0862828
93.4	-0.0860877
93.6	-0.0858937
93.8	-0.0857008
94	-0.0855089
94.2	-0.0853181
94.4	-0.0851283
94.6	-0.0849396
94.8	-0.084752
95	-0.0845654
95.2	-0.08438
95.4	-0.0841956
95.6	-0.0840123
95.8	-0.08383
96	-0.0836489
96.2	-0.0834689
96.4	-0.0832899
96.6	-0.083112
96.8	-0.0829352
97	-0.0827596
97.2	-0.082585
97.4	-0.0824115
97.6	-0.0822391
97.8	-0.0820678
98	-0.0818976
98.2	-0.0817286
98.4	-0.0815606
98.6	-0.0813937
98.8	-0.0812279
99	-0.0810633
99.2	-0.0808997
99.4	-0.0807373
99.6	-0.0805759
99.8	-0.0804157
100	-0.0802566
100.2	-0.0800985
100.4	-0.0799416
100.6	-0.0797858
100.8	-0.0796311
