# Time	Value
50.2	-0.0108857
50.4	-0.00952354
50.6	-0.00822653
50.8	-0.0069995
51	-0.00584859
51.2	-0.00477688
51.4	-0.00378641
51.6	-0.00288053
51.8	-0.00206102
52	-0.00132885
52.2	-0.000684973
52.4	-0.000130082
52.6	0.000335352
52.8	0.000710795
53	0.000996127
53.2	0.00119102
53.4	0.00129542
53.6	0.00130874
53.8	0.00123055
54	0.00106112
54.2	0.000799756
54.4	0.000446671
54.6	2.79001e-06
54.8	-0.000531505
55	-0.00115447
55.2	-0.00186466
55.4	-0.00265706
55.6	-0.00352809
55.8	-0.00447227
56	-0.00548337
56.2	-0.00655278
56.4	-0.00767036
56.6	-0.00882582
56.8	-0.0100061
57	-0.0111992
57.2	-0.01239
57.4	-0.013563
57.6	-0.0147036
57.8	-0.015797
58	-0.016829
58.2	-0.0177855
58.4	-0.0186538
58.6	-0.0194228
58.8	-0.0200827
59	-0.020626
59.2	-0.0210468
59.4	-0.0213418
59.6	-0.0215098
59.8	-0.0215516
60	-0.0214701
60.2	-0.0212708
60.4	-0.0209601
60.6	-0.0205464
60.8	-0.0200395
61	-0.0194507
61.2	-0.0187912
61.4	-0.0180733
61.6	-0.0173096
61.8	-0.016512
62	-0.0156926
62.2	-0.014863
62.4	-0.0140337
62.6	-0.0132143
62.8	-0.0124134
63	-0.0116389
63.2	-0.0108975
63.4	-0.0101939
63.6	-0.00953235
63.8	-0.00891652
64	-0.00834893
64.2	-0.00783041
64.4	-0.00736112
64.6	-0.00694148
64.8	-0.00657114
65	-0.00624925
65.2	-0.00597476
65.4	-0.00574657
65.6	-0.00556352
65.8	-0.00542463
66	-0.00532878
66.2	-0.00527485
66.4	-0.00526201
66.6	-0.00528957
66.8	-0.0053568
67	-0.00546309
67.2	-0.00560786
67.4	-0.00579063
67.6	-0.00601071
67.8	-0.00626731
68	-0.00655945
68.2	-0.00688589
68.4	-0.00724512
68.6	-0.0076353
68.8	-0.00805433
69	-0.00849964
69.2	-0.00896758
69.4	-0.0094543
69.6	-0.00995549
69.8	-0.0104663
70	-0.0109816
70.2	-0.0114956
70.4	-0.0120022
70.6	-0.0124945
70.8	-0.0129661
71	-0.0134107
71.2	-0.0138219
71.4	-0.0141935
71.6	-0.0145205
71.8	-0.0147984
72	-0.0150232
72.2	-0.0151919
72.4	-0.0153023
72.6	-0.0153536
72.8	-0.0153458
73	-0.0152801
73.2	-0.0151591
73.4	-0.014986
73.6	-0.0147651
73.8	-0.0145013
74	-0.0142002
74.2	-0.0138679
74.4	-0.0135107
74.6	-0.0131352
74.8	-0.0127479
75	-0.0123549
75.2	-0.0119624
75.4	-0.0115758
75.6	-0.0112004
75.8	-0.0108403
76	-0.0104992
76.2	-0.0101802
76.4	-0.00988599
76.6	-0.00961844
76.8	-0.00937878
77	-0.00916769
77.2	-0.00898534
77.4	-0.00883152
77.6	-0.00870564
77.8	-0.00860687
78	-0.00853413
78.2	-0.0084862
78.4	-0.00846179
78.6	-0.00845955
78.8	-0.00847816
79	-0.00851632
79.2	-0.00857289
79.4	-0.00864674
79.6	-0.00873694
79.8	-0.00884239
80	-0.00896203
80.2	-0.0090949
80.4	-0.00924008
80.6	-0.00939665
80.8	-0.00956362
81	-0.00974001
81.2	-0.00992469
81.4	-0.0101165
81.6	-0.0103141
81.8	-0.0105162
82	-0.0107211
82.2	-0.0109272
82.4	-0.0111328
82.6	-0.0113358
82.8	-0.0115344
83	-0.0117262
83.2	-0.011909
83.4	-0.0120806
83.6	-0.0122388
83.8	-0.0123815
84	-0.0125068
84.2	-0.012613
84.4	-0.0126986
84.6	-0.0127622
84.8	-0.0128029
85	-0.0128199
85.2	-0.0128133
85.4	-0.0127833
85.6	-0.0127305
85.8	-0.012656
86	-0.0125613
86.2	-0.0124482
86.4	-0.0123189
86.6	-0.0121756
86.8	-0.012021
87	-0.011858
87.2	-0.0116893
87.4	-0.0115176
87.6	-0.0113458
87.8	-0.0111764
88	-0.0110119
88.2	-0.0108546
88.4	-0.0107066
88.6	-0.0105697
88.8	-0.0104452
89	-0.0103344
89.2	-0.010238
89.4	-0.0101566
89.6	-0.0100905
89.8	-0.0100396
90	-0.0100038
90.2	-0.00998248
90.4	-0.00997515
90.6	-0.00998106
90.8	-0.00999935
91	-0.0100291
91.2	-0.0100694
91.4	-0.0101193
91.6	-0.0101777
91.8	-0.010244
92	-0.010317
92.2	-0.0103958
92.4	-0.0104794
92.6	-0.010567
92.8	-0.0106578
93	-0.010751
93.2	-0.0108459
93.4	-0.0109419
93.6	-0.0110381
93.8	-0.0111339
94	-0.0112287
94.2	-0.0113218
94.4	-0.0114124
94.6	-0.0114999
94.8	-0.0115836
95	-0.0116628
95.2	-0.0117368
95.4	-0.0118048
95.6	-0.0118661
95.8	-0.0119202
96	-0.0119662
96.2	-0.0120037
96.4	-0.0120322
96.6	-0.0120513
96.8	-0.0120607
97	-0.0120604
97.2	-0.0120504
97.4	-0.0120308
97.6	-0.0120019
97.8	-0.011964
98	-0.0119178
98.2	-0.0118638
98.4	-0.011803
98.6	-0.0117362
98.8	-0.0116645
99	-0.011589
99.2	-0.0115109
99.4	-0.0114314
99.6	-0.0113518
99.8	-0.0112733
100	-0.0111971
100.2	-0.0111243
100.4	-0.0110559
