"velocity_X","Points_Y"
-0.300173,0.06187920.9930620.994060.9950580.9960560.9970540.998052
-0.300039,0.0608812
-0.300039,0.0628773
-0.299906,0.0598831
-0.299863,0.0638753
-0.299772,0.0588851
-0.299687,0.0648734
-0.299639,0.057887
-0.299512,0.0658714
-0.299505,0.056889
-0.299372,0.0558909
-0.299336,0.0668695
-0.299238,0.0548928
-0.29916,0.0678675
-0.298984,0.0688656
-0.298967,0.0538948
-0.298782,0.0698636
-0.298462,0.0528967
-0.298334,0.0708617
-0.297957,0.0518987
-0.297886,0.0718597
-0.297452,0.0509006
-0.297438,0.0728578
-0.29699,0.0738558
-0.296947,0.0499026
-0.296542,0.0748539
-0.296442,0.0489045
-0.296094,0.0758519
-0.295937,0.0479065
-0.295646,0.07685
-0.295432,0.0469084
-0.29512,0.077848
-0.294618,0.0459104
-0.294434,0.0788461
-0.293749,0.0798441
-0.2936,0.0449123
-0.293063,0.0808422
-0.292582,0.0439143
-0.292377,0.0818402
-0.291691,0.0828383
-0.291564,0.0429162
-0.291006,0.0838364
-0.290546,0.0419182
-0.29032,0.0848344
-0.289528,0.0409201
-0.289521,0.0858325
-0.288635,0.0868305
-0.288511,0.0399221
-0.287749,0.0878286
-0.287493,0.038924
-0.286863,0.0888266
-0.285977,0.0898247
-0.285773,0.037926
-0.285091,0.0908227
-0.284205,0.0918208
-0.283915,0.0369279
-0.283319,0.0928188
-0.282306,0.0938169
-0.282057,0.0359299
-0.28126,0.0948149
-0.280214,0.095813
-0.280199,0.0349318
-0.279168,0.096811
-0.278341,0.0339338
-0.278123,0.0978091
-0.277077,0.0988071
-0.276483,0.0329357
-0.276031,0.0998052
-0.274982,0.100803
-0.274625,0.0319377
-0.273822,0.101801
-0.272664,0.0309396
-0.272662,0.102799
-0.271502,0.103797
-0.270341,0.104795
-0.269309,0.0299416
-0.269181,0.105793
-0.268021,0.106792
-0.26686,0.10779
-0.265953,0.0289435
-0.265682,0.108788
-0.264453,0.109786
-0.263224,0.110784
-0.262597,0.0279455
-0.261995,0.111782
-0.260766,0.11278
-0.259537,0.113778
-0.259242,0.0269474
-0.258308,0.114776
-0.257079,0.115774
-0.255886,0.0259493
-0.255838,0.116772
-0.254583,0.11777
-0.253328,0.118768
-0.25253,0.0249513
-0.252074,0.119766
-0.250819,0.120764
-0.249565,0.121762
-0.249175,0.0239532
-0.24831,0.12276
-0.247055,0.123758
-0.245809,0.124756
-0.245048,0.0229552
-0.244567,0.125755
-0.243324,0.126753
-0.242081,0.127751
-0.240839,0.128749
-0.239596,0.129747
-0.239131,0.0219571
-0.238353,0.130745
-0.23711,0.131743
-0.235911,0.132741
-0.234713,0.133739
-0.233515,0.134737
-0.233215,0.0209591
-0.232317,0.135735
-0.231119,0.136733
-0.229921,0.137731
-0.228723,0.138729
-0.227538,0.139727
-0.227299,0.019961
-0.226406,0.140725
-0.225275,0.141723
-0.224144,0.142721
-0.223013,0.143719
-0.221882,0.144718
-0.221382,0.018963
-0.220751,0.145716
-0.21962,0.146714
-0.218522,0.147712
-0.217469,0.14871
-0.216417,0.149708
-0.215466,0.0179649
-0.215364,0.150706
-0.214311,0.151704
-0.213258,0.152702
-0.212206,0.1537
-0.211153,0.154698
