# Time	U	V	U_magnitude
0	-1.18948e-28	1.91364e-28	2.2532e-28
0.2	-0.00086745	7.38837e-05	0.000870591
0.4	-0.0117732	4.99067e-05	0.0117733
0.6	-0.0114521	0.000426845	0.0114601
0.8	-0.00737842	0.000951868	0.00743956
1	-0.00784912	0.00041094	0.00785987
1.2	-0.0129391	0.00103824	0.0129807
1.4	-0.0139191	0.00222095	0.0140952
1.6	-0.0111697	0.00228979	0.0114019
1.8	-0.0109257	0.00194024	0.0110966
2	-0.0142532	0.00280916	0.0145274
2.2	-0.0155634	0.00426032	0.016136
2.4	-0.0140918	0.00469531	0.0148534
2.6	-0.0141313	0.00449666	0.0148295
2.8	-0.0163294	0.0054921	0.0172282
3	-0.0177275	0.00727094	0.0191606
3.2	-0.0174505	0.00801581	0.0192034
3.4	-0.0176369	0.00814863	0.0194284
3.6	-0.0192916	0.00930021	0.0214164
3.8	-0.0207715	0.0111886	0.0235932
4	-0.0211515	0.012328	0.024482
4.2	-0.0216503	0.0128629	0.0251831
4.4	-0.0230258	0.014158	0.0270303
4.6	-0.0244759	0.0161681	0.0293338
4.8	-0.025339	0.0176713	0.0308924
5	-0.0260857	0.0186564	0.0320707
5.2	-0.0273182	0.0201821	0.0339647
5.4	-0.0287635	0.0223276	0.0364124
5.6	-0.0298855	0.0242054	0.0384583
5.8	-0.0308162	0.0256849	0.0401168
6	-0.0319945	0.0275131	0.0421974
6.2	-0.0333826	0.0298696	0.044795
6.4	-0.0346162	0.0321436	0.0472386
6.6	-0.0356459	0.034138	0.0493562
6.8	-0.0367605	0.0363525	0.0516995
7	-0.0380458	0.0390012	0.0544846
7.2	-0.039256	0.041694	0.0572663
7.4	-0.0402713	0.0442192	0.059809
7.6	-0.0412753	0.0468807	0.0624615
7.8	-0.042383	0.0498899	0.0654623
8	-0.0434416	0.0530197	0.0685438
8.2	-0.0443222	0.0560704	0.0714727
8.4	-0.0451277	0.0592099	0.0744468
8.6	-0.0459697	0.062628	0.0776883
8.8	-0.0467634	0.0662221	0.081069
9	-0.047401	0.069861	0.084424
9.2	-0.0479451	0.0736947	0.0879184
9.4	-0.0484976	0.0779923	0.0918412
9.6	-0.0490208	0.0828739	0.0962866
9.8	-0.0494203	0.0884005	0.101277
10	-0.0496909	0.0947645	0.107002
10.2	-0.0498515	0.102173	0.113686
10.4	-0.0498167	0.110607	0.121308
10.6	-0.0494481	0.119831	0.129633
10.8	-0.0486827	0.129595	0.138437
11	-0.0475208	0.139663	0.147526
11.2	-0.0459345	0.14971	0.156599
11.4	-0.0438808	0.159341	0.165273
11.6	-0.0413819	0.168237	0.173251
11.8	-0.0385186	0.176204	0.180365
12	-0.0353559	0.183076	0.186459
12.2	-0.0319335	0.188685	0.191368
12.4	-0.0283199	0.192943	0.195011
12.6	-0.0246141	0.195884	0.197424
12.8	-0.0208924	0.197578	0.198679
13	-0.0171941	0.198098	0.198842
13.2	-0.0135603	0.197568	0.198033
13.4	-0.0100439	0.196184	0.196441
13.6	-0.00667385	0.19415	0.194265
13.8	-0.00344384	0.191638	0.191669
14	-0.000344119	0.188813	0.188814
14.2	0.00262399	0.185848	0.185866
14.4	0.00547249	0.182879	0.182961
14.6	0.00823165	0.179987	0.180175
14.8	0.010928	0.177214	0.177551
15	0.0135691	0.174596	0.175122
15.2	0.0161621	0.17214	0.172897
15.4	0.0187207	0.169819	0.170848
15.6	0.0212521	0.167594	0.168936
15.8	0.0237464	0.165432	0.167128
16	0.0261938	0.163304	0.165392
16.2	0.0285893	0.161169	0.163685
16.4	0.0309278	0.158991	0.161971
16.6	0.0331922	0.156749	0.160224
16.8	0.0353699	0.154432	0.15843
17	0.0374551	0.152023	0.156569
17.2	0.0394407	0.149513	0.154628
17.4	0.0413178	0.146904	0.152603
17.6	0.0430773	0.144199	0.150495
17.8	0.0447169	0.1414	0.148302
18	0.0462367	0.138513	0.146026
18.2	0.047632	0.135545	0.143671
18.4	0.0488989	0.132508	0.141243
18.6	0.0500394	0.129409	0.138746
18.8	0.051056	0.126253	0.136186
19	0.0519472	0.123052	0.133567
19.2	0.052713	0.119813	0.130896
19.4	0.0533565	0.116543	0.128176
19.6	0.0538793	0.113247	0.12541
19.8	0.0542815	0.109932	0.122603
20	0.0545645	0.106604	0.119757
20.2	0.0547313	0.103269	0.116876
20.4	0.0547838	0.0999292	0.113961
20.6	0.0547222	0.0965904	0.111015
20.8	0.0545474	0.0932568	0.108038
