# Frequency	Magnitude
0	1.6568e-18
0.00488281	0.000616276
0.00976563	0.000413249
0.0146484	0.000324563
0.0195313	0.000275196
0.0244141	0.000260151
0.0292969	0.000270302
0.0341797	0.000301208
0.0390625	0.000352825
0.0439453	0.00042757
0.0488281	0.000530561
0.0537109	0.00066994
0.0585938	0.000856642
0.0634766	0.00110108
0.0683594	0.00139524
0.0732422	0.00168046
0.078125	0.00192219
0.0830078	0.00217049
0.0878906	0.00132837
0.0927734	0.000675027
0.0976563	0.000557421
0.102539	0.000473383
0.107422	0.00041268
0.112305	0.000363626
0.117188	0.000321431
0.12207	0.000282225
0.126953	0.00024292
0.131836	0.000201947
0.136719	0.000162678
0.141602	0.000142671
0.146484	0.000171761
0.151367	0.000250672
0.15625	0.000348205
0.161133	0.000379935
0.166016	0.000261256
0.170898	0.000189436
0.175781	0.000187254
0.180664	0.000180809
0.185547	0.000172752
0.19043	0.000165767
0.195313	0.000159578
0.200195	0.000154059
0.205078	0.000149001
0.209961	0.000144273
0.214844	0.000140012
0.219727	0.000136569
0.224609	0.000134047
0.229492	0.000131342
0.234375	0.000126724
0.239258	0.000121277
0.244141	0.000118573
0.249023	0.000117273
0.253906	0.000115274
0.258789	0.000113103
0.263672	0.000111132
0.268555	0.000109162
0.273438	0.000107352
0.27832	0.000105579
0.283203	0.000103881
0.288086	0.000102089
0.292969	0.000100159
0.297852	9.80624e-05
0.302734	9.59377e-05
0.307617	9.40158e-05
0.3125	9.23963e-05
0.317383	9.08456e-05
0.322266	8.91951e-05
0.327148	8.74956e-05
0.332031	8.59131e-05
0.336914	8.43026e-05
0.341797	8.27606e-05
0.34668	8.12182e-05
0.351563	7.97569e-05
0.356445	7.83221e-05
0.361328	7.69714e-05
0.366211	7.56882e-05
0.371094	7.44758e-05
0.375977	7.3347e-05
0.380859	7.2236e-05
0.385742	7.11152e-05
0.390625	7.00544e-05
0.395508	6.91078e-05
0.400391	6.82335e-05
0.405273	6.74008e-05
0.410156	6.66158e-05
0.415039	6.59078e-05
0.419922	6.52119e-05
0.424805	6.46044e-05
0.429688	6.39997e-05
0.43457	6.34534e-05
0.439453	6.29333e-05
0.444336	6.24094e-05
0.449219	6.19414e-05
0.454102	6.14584e-05
0.458984	6.10066e-05
0.463867	6.05512e-05
0.46875	6.00807e-05
0.473633	5.95937e-05
0.478516	5.91109e-05
0.483398	5.86166e-05
0.488281	5.80941e-05
0.493164	5.7558e-05
0.498047	5.7009e-05
0.50293	5.6443e-05
0.507813	5.58615e-05
0.512695	5.52726e-05
0.517578	5.46572e-05
0.522461	5.40395e-05
0.527344	5.34056e-05
0.532227	5.27639e-05
0.537109	5.21339e-05
0.541992	5.15078e-05
0.546875	5.08816e-05
0.551758	5.02648e-05
0.556641	4.96656e-05
0.561523	4.90793e-05
0.566406	4.85068e-05
0.571289	4.79625e-05
0.576172	4.74451e-05
0.581055	4.69474e-05
0.585938	4.64916e-05
0.59082	4.60541e-05
0.595703	4.56621e-05
0.600586	4.52881e-05
0.605469	4.49366e-05
0.610352	4.4628e-05
0.615234	4.43408e-05
0.620117	4.40817e-05
0.625	4.38597e-05
0.629883	4.36441e-05
0.634766	4.34466e-05
0.639648	4.32651e-05
0.644531	4.3094e-05
0.649414	4.29231e-05
0.654297	4.27537e-05
0.65918	4.25878e-05
0.664063	4.24225e-05
0.668945	4.2243e-05
0.673828	4.20636e-05
0.678711	4.18657e-05
0.683594	4.16495e-05
0.688477	4.14205e-05
0.693359	4.11737e-05
0.698242	4.091e-05
0.703125	4.064e-05
0.708008	4.03464e-05
0.712891	4.004e-05
0.717773	3.97237e-05
0.722656	3.93898e-05
0.727539	3.90436e-05
0.732422	3.86902e-05
0.737305	3.83335e-05
0.742188	3.79711e-05
0.74707	3.76103e-05
0.751953	3.72539e-05
0.756836	3.69083e-05
0.761719	3.65624e-05
0.766602	3.62278e-05
0.771484	3.59101e-05
0.776367	3.56064e-05
0.78125	3.5319e-05
0.786133	3.50564e-05
0.791016	3.48131e-05
0.795898	3.45885e-05
0.800781	3.4392e-05
0.805664	3.42116e-05
0.810547	3.40503e-05
0.81543	3.39077e-05
0.820313	3.37869e-05
0.825195	3.3683e-05
0.830078	3.35903e-05
0.834961	3.35098e-05
0.839844	3.34387e-05
0.844727	3.33743e-05
0.849609	3.33108e-05
0.854492	3.32511e-05
0.859375	3.31869e-05
0.864258	3.31191e-05
0.869141	3.30447e-05
0.874023	3.2962e-05
0.878906	3.28708e-05
0.883789	3.27657e-05
0.888672	3.26458e-05
0.893555	3.25117e-05
0.898438	3.23637e-05
0.90332	3.22016e-05
0.908203	3.20254e-05
0.913086	3.1837e-05
0.917969	3.1635e-05
0.922852	3.14178e-05
0.927734	3.11956e-05
0.932617	3.09658e-05
0.9375	3.07267e-05
0.942383	3.04849e-05
0.947266	3.02414e-05
0.952148	2.99993e-05
0.957031	2.97628e-05
0.961914	2.95341e-05
0.966797	2.93101e-05
0.97168	2.90944e-05
0.976563	2.88922e-05
0.981445	2.87037e-05
0.986328	2.85311e-05
0.991211	2.83741e-05
0.996094	2.82326e-05
1.00098	2.81065e-05
1.00586	2.80003e-05
1.01074	2.7911e-05
1.01563	2.78373e-05
1.02051	2.77748e-05
1.02539	2.77226e-05
1.03027	2.76821e-05
1.03516	2.76525e-05
1.04004	2.76326e-05
1.04492	2.76155e-05
1.0498	2.75983e-05
1.05469	2.75838e-05
1.05957	2.75658e-05
1.06445	2.75433e-05
1.06934	2.75161e-05
1.07422	2.74796e-05
1.0791	2.74325e-05
1.08398	2.73742e-05
1.08887	2.73074e-05
1.09375	2.72303e-05
1.09863	2.71406e-05
1.10352	2.70345e-05
1.1084	2.69135e-05
1.11328	2.67835e-05
1.11816	2.66443e-05
1.12305	2.64942e-05
1.12793	2.6335e-05
1.13281	2.61681e-05
1.1377	2.59967e-05
1.14258	2.58215e-05
1.14746	2.56434e-05
1.15234	2.54664e-05
1.15723	2.52905e-05
1.16211	2.51177e-05
1.16699	2.4952e-05
1.17188	2.47967e-05
1.17676	2.46519e-05
1.18164	2.45156e-05
1.18652	2.439e-05
1.19141	2.42765e-05
1.19629	2.41793e-05
1.20117	2.40989e-05
1.20605	2.40309e-05
1.21094	2.39758e-05
1.21582	2.39345e-05
1.2207	2.39047e-05
1.22559	2.38851e-05
1.23047	2.3875e-05
1.23535	2.38718e-05
1.24023	2.3874e-05
1.24512	2.38802e-05
1.25	2.38889e-05
