# Time	Value
50.2	-0.03232
50.4	-0.032323
50.6	-0.032324
50.8	-0.032323
51	-0.0323203
51.2	-0.0323161
51.4	-0.0323107
51.6	-0.0323043
51.8	-0.0322972
52	-0.0322896
52.2	-0.0322818
52.4	-0.0322741
52.6	-0.0322668
52.8	-0.03226
53	-0.032254
53.2	-0.032249
53.4	-0.0322451
53.6	-0.0322426
53.8	-0.0322414
54	-0.0322418
54.2	-0.0322437
54.4	-0.0322472
54.6	-0.0322523
54.8	-0.032259
55	-0.0322673
55.2	-0.0322769
55.4	-0.0322879
55.6	-0.0323002
55.8	-0.0323135
56	-0.0323278
56.2	-0.0323428
56.4	-0.0323585
56.6	-0.0323746
56.8	-0.032391
57	-0.0324074
57.2	-0.0324238
57.4	-0.03244
57.6	-0.0324557
57.8	-0.032471
58	-0.0324856
58.2	-0.0324994
58.4	-0.0325124
58.6	-0.0325246
58.8	-0.0325357
59	-0.0325459
59.2	-0.032555
59.4	-0.0325632
59.6	-0.0325704
59.8	-0.0325767
60	-0.0325821
60.2	-0.0325867
60.4	-0.0325906
60.6	-0.0325939
60.8	-0.0325966
61	-0.0325988
61.2	-0.0326008
61.4	-0.0326025
61.6	-0.032604
61.8	-0.0326056
62	-0.0326072
62.2	-0.032609
62.4	-0.032611
62.6	-0.0326134
62.8	-0.0326162
63	-0.0326194
63.2	-0.0326231
63.4	-0.0326273
63.6	-0.0326321
63.8	-0.0326375
64	-0.0326434
64.2	-0.0326498
64.4	-0.0326568
64.6	-0.0326643
64.8	-0.0326722
65	-0.0326806
65.2	-0.0326893
65.4	-0.0326983
65.6	-0.0327076
65.8	-0.032717
66	-0.0327265
66.2	-0.0327361
66.4	-0.0327457
66.6	-0.0327551
66.8	-0.0327645
67	-0.0327736
67.2	-0.0327825
67.4	-0.0327911
67.6	-0.0327993
67.8	-0.0328072
68	-0.0328147
68.2	-0.0328218
68.4	-0.0328285
68.6	-0.0328348
68.8	-0.0328406
69	-0.0328461
69.2	-0.0328511
69.4	-0.0328558
69.6	-0.0328602
69.8	-0.0328643
70	-0.032868
70.2	-0.0328716
70.4	-0.0328749
70.6	-0.0328782
70.8	-0.0328812
71	-0.0328843
71.2	-0.0328872
71.4	-0.0328902
71.6	-0.0328933
71.8	-0.0328964
72	-0.0328995
72.2	-0.0329029
72.4	-0.0329063
72.6	-0.03291
72.8	-0.0329138
73	-0.0329177
73.2	-0.0329219
73.4	-0.0329263
73.6	-0.0329308
73.8	-0.0329355
74	-0.0329404
74.2	-0.0329454
74.4	-0.0329505
74.6	-0.0329558
74.8	-0.0329611
75	-0.0329665
75.2	-0.032972
75.4	-0.0329774
75.6	-0.0329828
75.8	-0.0329882
76	-0.0329936
76.2	-0.0329988
76.4	-0.033004
76.6	-0.033009
76.8	-0.0330139
77	-0.0330187
77.2	-0.0330233
77.4	-0.0330277
77.6	-0.033032
77.8	-0.0330361
78	-0.03304
78.2	-0.0330437
78.4	-0.0330473
78.6	-0.0330506
78.8	-0.0330539
79	-0.033057
79.2	-0.0330599
79.4	-0.0330628
79.6	-0.0330655
79.8	-0.0330682
80	-0.0330708
80.2	-0.0330733
80.4	-0.0330758
80.6	-0.0330783
80.8	-0.0330807
81	-0.0330832
81.2	-0.0330856
81.4	-0.0330881
81.6	-0.0330906
81.8	-0.0330932
82	-0.0330958
82.2	-0.0330985
82.4	-0.0331012
82.6	-0.033104
82.8	-0.0331068
83	-0.0331097
83.2	-0.0331126
83.4	-0.0331156
83.6	-0.0331186
83.8	-0.0331216
84	-0.0331247
84.2	-0.0331278
84.4	-0.0331309
84.6	-0.033134
84.8	-0.0331371
85	-0.0331402
85.2	-0.0331432
85.4	-0.0331462
85.6	-0.0331492
85.8	-0.0331521
86	-0.033155
86.2	-0.0331578
86.4	-0.0331605
86.6	-0.0331632
86.8	-0.0331657
87	-0.0331682
87.2	-0.0331707
87.4	-0.033173
87.6	-0.0331753
87.8	-0.0331775
88	-0.0331796
88.2	-0.0331817
88.4	-0.0331837
88.6	-0.0331856
88.8	-0.0331875
89	-0.0331893
89.2	-0.0331911
89.4	-0.0331929
89.6	-0.0331946
89.8	-0.0331964
90	-0.033198
90.2	-0.0331997
90.4	-0.0332014
90.6	-0.0332031
90.8	-0.0332047
91	-0.0332064
91.2	-0.0332081
91.4	-0.0332098
91.6	-0.0332115
91.8	-0.0332132
92	-0.033215
92.2	-0.0332167
92.4	-0.0332185
92.6	-0.0332202
92.8	-0.033222
93	-0.0332238
93.2	-0.0332256
93.4	-0.0332274
93.6	-0.0332292
93.8	-0.0332309
94	-0.0332327
94.2	-0.0332345
94.4	-0.0332362
94.6	-0.033238
94.8	-0.0332397
95	-0.0332414
95.2	-0.033243
95.4	-0.0332447
95.6	-0.0332463
95.8	-0.0332478
96	-0.0332494
96.2	-0.0332509
96.4	-0.0332523
96.6	-0.0332538
96.8	-0.0332552
97	-0.0332565
97.2	-0.0332579
97.4	-0.0332592
97.6	-0.0332604
97.8	-0.0332617
98	-0.0332629
98.2	-0.0332641
98.4	-0.0332652
98.6	-0.0332664
98.8	-0.0332675
99	-0.0332686
99.2	-0.0332697
99.4	-0.0332708
99.6	-0.0332719
99.8	-0.0332729
100	-0.033274
100.2	-0.033275
100.4	-0.0332761
100.6	-0.0332772
100.8	-0.0332782
101	-0.0332793
101.2	-0.0332803
101.4	-0.0332814
101.6	-0.0332824
101.8	-0.0332835
102	-0.0332845
102.2	-0.0332856
102.4	-0.0332866
102.6	-0.0332877
102.8	-0.0332887
103	-0.0332897
103.2	-0.0332908
103.4	-0.0332918
103.6	-0.0332928
103.8	-0.0332938
104	-0.0332948
104.2	-0.0332958
104.4	-0.0332968
104.6	-0.0332977
104.8	-0.0332987
105	-0.0332996
105.2	-0.0333005
105.4	-0.0333014
105.6	-0.0333023
105.8	-0.0333031
106	-0.033304
106.2	-0.0333048
106.4	-0.0333056
106.6	-0.0333064
106.8	-0.0333072
107	-0.033308
107.2	-0.0333087
107.4	-0.0333095
107.6	-0.0333102
107.8	-0.0333109
108	-0.0333116
108.2	-0.0333123
108.4	-0.033313
108.6	-0.0333137
108.8	-0.0333143
109	-0.033315
109.2	-0.0333157
109.4	-0.0333163
109.6	-0.033317
109.8	-0.0333176
110	-0.0333183
110.2	-0.0333189
110.4	-0.0333195
110.6	-0.0333202
110.8	-0.0333208
111	-0.0333214
111.2	-0.0333221
111.4	-0.0333227
111.6	-0.0333233
111.8	-0.0333239
112	-0.0333245
112.2	-0.0333251
112.4	-0.0333257
112.6	-0.0333263
112.8	-0.0333269
113	-0.0333275
113.2	-0.0333281
113.4	-0.0333287
113.6	-0.0333293
113.8	-0.0333298
114	-0.0333304
114.2	-0.0333309
114.4	-0.0333315
114.6	-0.033332
114.8	-0.0333325
115	-0.033333
115.2	-0.0333335
115.4	-0.033334
115.6	-0.0333345
115.8	-0.033335
116	-0.0333355
116.2	-0.0333359
116.4	-0.0333364
116.6	-0.0333369
116.8	-0.0333373
117	-0.0333377
117.2	-0.0333382
117.4	-0.0333386
117.6	-0.033339
117.8	-0.0333394
118	-0.0333398
118.2	-0.0333403
118.4	-0.0333407
118.6	-0.0333411
118.8	-0.0333415
119	-0.0333418
119.2	-0.0333422
119.4	-0.0333426
119.6	-0.033343
119.8	-0.0333434
120	-0.0333438
120.2	-0.0333441
120.4	-0.0333445
120.6	-0.0333449
120.8	-0.0333453
121	-0.0333456
121.2	-0.033346
121.4	-0.0333464
121.6	-0.0333467
121.8	-0.0333471
122	-0.0333474
122.2	-0.0333478
122.4	-0.0333481
122.6	-0.0333484
122.8	-0.0333488
123	-0.0333491
123.2	-0.0333494
123.4	-0.0333498
123.6	-0.0333501
123.8	-0.0333504
124	-0.0333507
124.2	-0.033351
124.4	-0.0333513
124.6	-0.0333516
124.8	-0.0333519
125	-0.0333522
125.2	-0.0333525
125.4	-0.0333528
125.6	-0.0333531
125.8	-0.0333533
126	-0.0333536
126.2	-0.0333539
126.4	-0.0333541
126.6	-0.0333544
126.8	-0.0333546
127	-0.0333549
127.2	-0.0333551
127.4	-0.0333554
127.6	-0.0333556
127.8	-0.0333559
128	-0.0333561
128.2	-0.0333564
128.4	-0.0333566
128.6	-0.0333568
128.8	-0.0333571
129	-0.0333573
129.2	-0.0333575
129.4	-0.0333577
129.6	-0.033358
129.8	-0.0333582
130	-0.0333584
130.2	-0.0333586
130.4	-0.0333588
130.6	-0.0333591
130.8	-0.0333593
131	-0.0333595
131.2	-0.0333597
131.4	-0.0333599
131.6	-0.0333601
131.8	-0.0333603
132	-0.0333605
132.2	-0.0333607
132.4	-0.0333609
132.6	-0.0333611
132.8	-0.0333613
133	-0.0333615
133.2	-0.0333616
133.4	-0.0333618
133.6	-0.033362
133.8	-0.0333622
134	-0.0333624
134.2	-0.0333625
134.4	-0.0333627
134.6	-0.0333629
134.8	-0.033363
135	-0.0333632
135.2	-0.0333634
135.4	-0.0333635
135.6	-0.0333637
135.8	-0.0333639
136	-0.033364
136.2	-0.0333642
136.4	-0.0333643
136.6	-0.0333645
136.8	-0.0333646
137	-0.0333648
137.2	-0.0333649
137.4	-0.033365
137.6	-0.0333652
137.8	-0.0333653
138	-0.0333655
138.2	-0.0333656
138.4	-0.0333657
138.6	-0.0333659
138.8	-0.033366
139	-0.0333661
139.2	-0.0333663
139.4	-0.0333664
139.6	-0.0333665
139.8	-0.0333667
140	-0.0333668
140.2	-0.0333669
140.4	-0.033367
140.6	-0.0333672
140.8	-0.0333673
141	-0.0333674
141.2	-0.0333675
141.4	-0.0333676
141.6	-0.0333678
141.8	-0.0333679
142	-0.033368
142.2	-0.0333681
142.4	-0.0333682
142.6	-0.0333683
142.8	-0.0333684
143	-0.0333685
143.2	-0.0333686
143.4	-0.0333687
143.6	-0.0333688
143.8	-0.0333689
144	-0.033369
144.2	-0.0333691
144.4	-0.0333692
144.6	-0.0333693
144.8	-0.0333694
145	-0.0333695
145.2	-0.0333696
145.4	-0.0333697
145.6	-0.0333698
145.8	-0.0333699
146	-0.03337
146.2	-0.0333701
146.4	-0.0333702
146.6	-0.0333702
146.8	-0.0333703
147	-0.0333704
147.2	-0.0333705
147.4	-0.0333706
147.6	-0.0333707
147.8	-0.0333707
148	-0.0333708
148.2	-0.0333709
148.4	-0.033371
148.6	-0.0333711
148.8	-0.0333711
149	-0.0333712
149.2	-0.0333713
149.4	-0.0333714
149.6	-0.0333714
149.8	-0.0333715
150	-0.0333716
150.2	-0.0333717
150.4	-0.0333717
150.6	-0.0333718
150.8	-0.0333719
151	-0.0333719
151.2	-0.033372
151.4	-0.0333721
151.6	-0.0333721
151.8	-0.0333722
152	-0.0333723
152.2	-0.0333723
152.4	-0.0333724
152.6	-0.0333725
152.8	-0.0333725
153	-0.0333726
153.2	-0.0333726
153.4	-0.0333727
153.6	-0.0333728
153.8	-0.0333728
154	-0.0333729
154.2	-0.0333729
154.4	-0.033373
154.6	-0.033373
154.8	-0.0333731
155	-0.0333731
155.2	-0.0333732
155.4	-0.0333733
155.6	-0.0333733
155.8	-0.0333734
156	-0.0333734
156.2	-0.0333735
156.4	-0.0333735
156.6	-0.0333736
156.8	-0.0333736
157	-0.0333737
157.2	-0.0333737
157.4	-0.0333738
157.6	-0.0333738
157.8	-0.0333738
158	-0.0333739
158.2	-0.0333739
158.4	-0.033374
158.6	-0.033374
158.8	-0.0333741
159	-0.0333741
159.2	-0.0333742
159.4	-0.0333742
159.6	-0.0333742
159.8	-0.0333743
160	-0.0333743
160.2	-0.0333744
160.4	-0.0333744
160.6	-0.0333744
160.8	-0.0333745
161	-0.0333745
161.2	-0.0333746
161.4	-0.0333746
161.6	-0.0333746
161.8	-0.0333747
162	-0.0333747
162.2	-0.0333748
162.4	-0.0333748
162.6	-0.0333748
162.8	-0.0333749
163	-0.0333749
163.2	-0.0333749
163.4	-0.033375
163.6	-0.033375
163.8	-0.033375
164	-0.0333751
164.2	-0.0333751
164.4	-0.0333751
164.6	-0.0333752
164.8	-0.0333752
165	-0.0333752
165.2	-0.0333752
165.4	-0.0333753
165.6	-0.0333753
165.8	-0.0333753
166	-0.0333754
166.2	-0.0333754
166.4	-0.0333754
166.6	-0.0333755
166.8	-0.0333755
167	-0.0333755
167.2	-0.0333755
167.4	-0.0333756
167.6	-0.0333756
167.8	-0.0333756
168	-0.0333756
168.2	-0.0333757
168.4	-0.0333757
168.6	-0.0333757
168.8	-0.0333757
169	-0.0333758
169.2	-0.0333758
169.4	-0.0333758
169.6	-0.0333758
169.8	-0.0333759
170	-0.0333759
170.2	-0.0333759
170.4	-0.0333759
170.6	-0.033376
170.8	-0.033376
171	-0.033376
171.2	-0.033376
171.4	-0.0333761
171.6	-0.0333761
171.8	-0.0333761
172	-0.0333761
172.2	-0.0333761
172.4	-0.0333762
172.6	-0.0333762
172.8	-0.0333762
173	-0.0333762
173.2	-0.0333762
173.4	-0.0333763
173.6	-0.0333763
173.8	-0.0333763
174	-0.0333763
174.2	-0.0333763
174.4	-0.0333764
174.6	-0.0333764
174.8	-0.0333764
175	-0.0333764
175.2	-0.0333764
175.4	-0.0333764
175.6	-0.0333765
175.8	-0.0333765
176	-0.0333765
176.2	-0.0333765
176.4	-0.0333765
176.6	-0.0333765
176.8	-0.0333766
177	-0.0333766
177.2	-0.0333766
177.4	-0.0333766
177.6	-0.0333766
177.8	-0.0333766
178	-0.0333767
178.2	-0.0333767
178.4	-0.0333767
178.6	-0.0333767
178.8	-0.0333767
179	-0.0333767
179.2	-0.0333767
179.4	-0.0333768
179.6	-0.0333768
179.8	-0.0333768
180	-0.0333768
180.2	-0.0333768
180.4	-0.0333768
180.6	-0.0333768
180.8	-0.0333768
181	-0.0333769
181.2	-0.0333769
181.4	-0.0333769
181.6	-0.0333769
181.8	-0.0333769
182	-0.0333769
182.2	-0.0333769
182.4	-0.0333769
182.6	-0.033377
182.8	-0.033377
183	-0.033377
183.2	-0.033377
183.4	-0.033377
183.6	-0.033377
183.8	-0.033377
184	-0.033377
184.2	-0.033377
184.4	-0.0333771
184.6	-0.0333771
184.8	-0.0333771
185	-0.0333771
185.2	-0.0333771
185.4	-0.0333771
185.6	-0.0333771
185.8	-0.0333771
186	-0.0333771
186.2	-0.0333771
186.4	-0.0333772
186.6	-0.0333772
186.8	-0.0333772
187	-0.0333772
187.2	-0.0333772
187.4	-0.0333772
187.6	-0.0333772
187.8	-0.0333772
188	-0.0333772
188.2	-0.0333772
188.4	-0.0333772
188.6	-0.0333773
188.8	-0.0333773
189	-0.0333773
189.2	-0.0333773
189.4	-0.0333773
189.6	-0.0333773
189.8	-0.0333773
190	-0.0333773
190.2	-0.0333773
190.4	-0.0333773
190.6	-0.0333773
190.8	-0.0333773
191	-0.0333773
191.2	-0.0333774
191.4	-0.0333774
191.6	-0.0333774
191.8	-0.0333774
192	-0.0333774
192.2	-0.0333774
192.4	-0.0333774
192.6	-0.0333774
192.8	-0.0333774
193	-0.0333774
193.2	-0.0333774
193.4	-0.0333774
193.6	-0.0333774
193.8	-0.0333774
194	-0.0333774
194.2	-0.0333775
194.4	-0.0333775
194.6	-0.0333775
194.8	-0.0333775
195	-0.0333775
195.2	-0.0333775
195.4	-0.0333775
195.6	-0.0333775
195.8	-0.0333775
196	-0.0333775
196.2	-0.0333775
196.4	-0.0333775
196.6	-0.0333775
196.8	-0.0333775
197	-0.0333775
197.2	-0.0333775
197.4	-0.0333775
197.6	-0.0333775
197.8	-0.0333776
198	-0.0333776
198.2	-0.0333776
198.4	-0.0333776
198.6	-0.0333776
198.8	-0.0333776
199	-0.0333776
199.2	-0.0333776
199.4	-0.0333776
199.6	-0.0333776
199.8	-0.0333776
