"velocity_X","Points_Y"
-0.373661,0.056889
-0.37366,0.0558909
-0.373592,0.0548928
-0.373543,0.057887
-0.37339,0.0538948
-0.373352,0.0588851
-0.373126,0.0528967
-0.373054,0.0598831
-0.372715,0.0518987
-0.37268,0.0608812
-0.37225,0.0509006
-0.372214,0.0618792
-0.371668,0.0628773
-0.371623,0.0499026
-0.371042,0.0638753
-0.37095,0.0489045
-0.370335,0.0648734
-0.3701,0.0479065
-0.36956,0.0658714
-0.369215,0.0469084
-0.368704,0.0668695
-0.368138,0.0459104
-0.367791,0.0678675
-0.367035,0.0449123
-0.366798,0.0688656
-0.365759,0.0698636
-0.365726,0.0439143
-0.364641,0.0708617
-0.364401,0.0429162
-0.363487,0.0718597
-0.362856,0.0419182
-0.362258,0.0728578
-0.3613,0.0409201
-0.361001,0.0738558
-0.359673,0.0748539
-0.359515,0.0399221
-0.358325,0.0758519
-0.357715,0.038924
-0.356912,0.07685
-0.355689,0.037926
-0.355486,0.077848
-0.354,0.0788461
-0.353636,0.0369279
-0.352506,0.0798441
-0.351358,0.0359299
-0.350961,0.0808422
-0.349411,0.0818402
-0.349036,0.0349318
-0.347818,0.0828383
-0.346483,0.0339338
-0.346223,0.0838364
-0.344595,0.0848344
-0.343868,0.0329357
-0.342965,0.0858325
-0.341313,0.0868305
-0.341008,0.0319377
-0.339659,0.0878286
-0.33806,0.0309396
-0.337993,0.0888266
-0.336326,0.0898247
-0.334845,0.0299416
-0.334654,0.0908227
-0.332983,0.0918208
-0.331505,0.0289435
-0.331314,0.0928188
-0.329647,0.0938169
-0.327988,0.0948149
-0.327865,0.0279455
-0.326334,0.095813
-0.324691,0.096811
-0.324046,0.0269474
-0.323056,0.0978091
-0.321435,0.0988071
-0.319886,0.0259493
-0.319824,0.0998052
-0.31823,0.100803
-0.316649,0.101801
-0.315473,0.0249513
-0.315085,0.102799
-0.313537,0.103797
-0.312007,0.104795
-0.310667,0.0239532
-0.310496,0.105793
-0.309002,0.106792
-0.307529,0.10779
-0.306071,0.108788
-0.305511,0.0229552
-0.304638,0.109786
-0.30322,0.110784
-0.301827,0.111782
-0.300447,0.11278
-0.299907,0.0219571
-0.299094,0.113778
-0.297753,0.114776
-0.296439,0.115774
-0.295135,0.116772
-0.293861,0.11777
-0.29383,0.0209591
-0.292593,0.118768
-0.291356,0.119766
-0.290123,0.120764
-0.288921,0.121762
-0.287721,0.12276
-0.287252,0.019961
-0.286552,0.123758
-0.285384,0.124756
-0.284246,0.125755
-0.283109,0.126753
-0.281998,0.127751
-0.280889,0.128749
-0.280057,0.018963
-0.279803,0.129747
-0.27872,0.130745
-0.277657,0.131743
-0.276597,0.132741
-0.275555,0.133739
-0.274517,0.134737
-0.273493,0.135735
-0.272474,0.136733
-0.272317,0.0179649
-0.271467,0.137731
-0.270464,0.138729
-0.269472,0.139727
-0.268485,0.140725
-0.267506,0.141723
-0.266531,0.142721
-0.265564,0.143719
-0.264601,0.144718
-0.2638,0.0169669
-0.263644,0.145716
-0.262691,0.146714
-0.261742,0.147712
-0.260797,0.14871
-0.259856,0.149708
-0.258918,0.150706
-0.257983,0.151704
-0.257053,0.152702
-0.256124,0.1537
-0.255198,0.154698
-0.254715,0.0159688
-0.254274,0.155696
-0.253352,0.156694
-0.252432,0.157692
-0.251515,0.15869
-0.250598,0.159688
-0.249684,0.160686
-0.248771,0.161684
-0.24786,0.162682
-0.246949,0.16368
-0.246041,0.164679
-0.245132,0.165677
-0.244692,0.0149708
-0.244226,0.166675
-0.24332,0.167673
-0.242416,0.168671
-0.241512,0.169669
-0.24061,0.170667
-0.239707,0.171665
-0.238807,0.172663
-0.237907,0.173661
-0.237009,0.174659
-0.236111,0.175657
-0.235214,0.176655
-0.234318,0.177653
-0.234105,0.0139727
-0.233423,0.178651
-0.232529,0.179649
-0.231636,0.180647
-0.230743,0.181645
-0.229853,0.182643
-0.228963,0.183642
-0.228074,0.18464
-0.227186,0.185638
-0.226299,0.186636
-0.225414,0.187634
-0.224529,0.188632
-0.223646,0.18963
-0.222763,0.190628
-0.22244,0.0129747
-0.221883,0.191626
-0.221003,0.192624
-0.220125,0.193622
-0.219248,0.19462
-0.218372,0.195618
-0.217498,0.196616
-0.216625,0.197614
-0.215754,0.198612
-0.214884,0.19961
-0.214016,0.200608
-0.213149,0.201606
-0.212283,0.202605
-0.21142,0.203603
-0.210557,0.204601
-0.210248,0.0119766
-0.209698,0.205599
-0.208838,0.206597
-0.207982,0.207595
-0.207125,0.208593
-0.206272,0.209591
-0.205419,0.210589
-0.20457,0.211587
-0.20372,0.212585
-0.202874,0.213583
-0.202028,0.214581
-0.201186,0.215579
-0.200344,0.216577
-0.199505,0.217575
-0.198666,0.218573
-0.197831,0.219571
-0.196997,0.220569
-0.196883,0.0109786
-0.196165,0.221568
-0.195335,0.222566
-0.194507,0.223564
-0.193681,0.224562
-0.192857,0.22556
-0.192035,0.226558
-0.191214,0.227556
-0.190396,0.228554
-0.18958,0.229552
-0.188765,0.23055
-0.187953,0.231548
-0.187143,0.232546
-0.186335,0.233544
-0.185529,0.234542
-0.184725,0.23554
-0.183924,0.236538
-0.183124,0.237536
-0.183061,0.00998052
-0.182326,0.238534
-0.18153,0.239532
-0.180737,0.24053
-0.179945,0.241529
-0.179157,0.242527
-0.178369,0.243525
-0.177585,0.244523
-0.176801,0.245521
-0.176022,0.246519
-0.175242,0.247517
-0.174467,0.248515
-0.173692,0.249513
-0.172921,0.250511
-0.172151,0.251509
-0.171384,0.252507
-0.170618,0.253505
-0.169856,0.254503
-0.169094,0.255501
-0.168337,0.256499
-0.168048,0.00898247
-0.16758,0.257497
-0.166827,0.258495
-0.166074,0.259493
-0.165325,0.260492
-0.164578,0.26149
-0.163833,0.262488
-0.16309,0.263486
-0.16235,0.264484
-0.161612,0.265482
-0.160876,0.26648
-0.160142,0.267478
-0.159411,0.268476
-0.158681,0.269474
-0.157955,0.270472
-0.15723,0.27147
-0.156508,0.272468
-0.155788,0.273466
-0.15507,0.274464
-0.154355,0.275462
-0.153641,0.27646
-0.15293,0.277458
-0.152672,0.00798441
-0.152221,0.278456
-0.151515,0.279454
-0.150811,0.280453
-0.150109,0.281451
-0.149409,0.282449
-0.148712,0.283447
-0.148016,0.284445
-0.147324,0.285443
-0.146633,0.286441
-0.145945,0.287439
-0.145258,0.288437
-0.144575,0.289435
-0.143892,0.290433
-0.143213,0.291431
-0.142534,0.292429
-0.14186,0.293427
-0.141186,0.294425
-0.140516,0.295423
-0.139846,0.296421
-0.139181,0.297419
-0.138516,0.298418
-0.137854,0.299416
-0.137193,0.300414
-0.136535,0.301412
-0.136186,0.00698636
-0.135878,0.30241
-0.135225,0.303408
-0.134572,0.304406
-0.133923,0.305404
-0.133274,0.306402
-0.132629,0.3074
-0.131984,0.308398
-0.131342,0.309396
-0.130702,0.310394
-0.130064,0.311392
-0.129427,0.31239
-0.128793,0.313388
-0.128161,0.314386
-0.12753,0.315384
-0.126901,0.316382
-0.126273,0.31738
-0.125648,0.318379
-0.125025,0.319377
-0.124403,0.320375
-0.123783,0.321373
-0.123165,0.322371
-0.122548,0.323369
-0.121933,0.324367
-0.121319,0.325365
-0.120708,0.326363
-0.120097,0.327361
-0.119489,0.328359
-0.119443,0.00598831
-0.118881,0.329357
-0.118276,0.330355
-0.117671,0.331353
-0.117069,0.332351
-0.116467,0.333349
-0.115867,0.334347
-0.115268,0.335345
-0.114671,0.336343
-0.114075,0.337342
-0.113481,0.33834
-0.112887,0.339338
-0.112295,0.340336
-0.111703,0.341334
-0.111114,0.342332
-0.110525,0.34333
-0.109938,0.344328
-0.109351,0.345326
-0.108766,0.346324
-0.108182,0.347322
-0.107598,0.34832
-0.107016,0.349318
-0.106434,0.350316
-0.105853,0.351314
-0.105274,0.352312
-0.104695,0.35331
-0.104117,0.354308
-0.10354,0.355306
-0.102964,0.356304
-0.102389,0.357303
-0.101814,0.358301
-0.10178,0.00499026
-0.101239,0.359299
-0.100665,0.360297
-0.100093,0.361295
-0.0995202,0.362293
-0.0989486,0.363291
-0.0983773,0.364289
-0.0978067,0.365287
-0.0972364,0.366285
-0.0966668,0.367283
-0.0960973,0.368281
-0.0955285,0.369279
-0.0949599,0.370277
-0.0943918,0.371275
-0.0938238,0.372273
-0.0932564,0.373271
-0.092689,0.374269
-0.092122,0.375267
-0.0915551,0.376266
-0.0909885,0.377264
-0.090422,0.378262
-0.0898556,0.37926
-0.0892893,0.380258
-0.0887232,0.381256
-0.0881571,0.382254
-0.087591,0.383252
-0.0870249,0.38425
-0.0864588,0.385248
-0.0858927,0.386246
-0.0853264,0.387244
-0.0847601,0.388242
-0.0841937,0.38924
-0.0839656,0.00399221
-0.0836272,0.390238
-0.0830605,0.391236
-0.0824936,0.392234
-0.0819265,0.393232
-0.0813592,0.39423
-0.0807916,0.395229
-0.0802238,0.396227
-0.0796557,0.397225
-0.0790872,0.398223
-0.0785185,0.399221
-0.0779494,0.400219
-0.07738,0.401217
-0.0768101,0.402215
-0.0762399,0.403213
-0.0756692,0.404211
-0.0750982,0.405209
-0.0745265,0.406207
-0.0739546,0.407205
-0.0733819,0.408203
-0.072809,0.409201
-0.0722353,0.410199
-0.0716613,0.411197
-0.0710865,0.412195
-0.0705115,0.413193
-0.0699354,0.414192
-0.0693592,0.41519
-0.0687818,0.416188
-0.0682044,0.417186
-0.0676258,0.418184
-0.067047,0.419182
-0.0664671,0.42018
-0.065887,0.421178
-0.0655072,0.00299416
-0.0653056,0.422176
-0.0647241,0.423174
-0.0641414,0.424172
-0.0635584,0.42517
-0.0629743,0.426168
-0.0623898,0.427166
-0.0618042,0.428164
-0.0612182,0.429162
-0.0606311,0.43016
-0.0600435,0.431158
-0.0594549,0.432156
-0.0588657,0.433154
-0.0582756,0.434153
-0.0576848,0.435151
-0.0570931,0.436149
-0.0565006,0.437147
-0.0559073,0.438145
-0.0553132,0.439143
-0.0547184,0.440141
-0.0541226,0.441139
-0.0535262,0.442137
-0.0529287,0.443135
-0.0523307,0.444133
-0.0517315,0.445131
-0.0511319,0.446129
-0.050531,0.447127
-0.0499297,0.448125
-0.0493272,0.449123
-0.0487243,0.450121
-0.04812,0.451119
-0.0475155,0.452117
-0.0469822,0.0019961
-0.0469097,0.453116
-0.0463036,0.454114
-0.045696,0.455112
-0.0450883,0.45611
-0.0444791,0.457108
-0.0438699,0.458106
-0.0432591,0.459104
-0.0426483,0.460102
-0.042036,0.4611
-0.0414235,0.462098
-0.0408098,0.463096
-0.0401958,0.464094
-0.0395806,0.465092
-0.0389651,0.46609
-0.0383485,0.467088
-0.0377315,0.468086
-0.0371135,0.469084
-0.0364951,0.470082
-0.0358757,0.47108
-0.0352559,0.472079
-0.0346353,0.473077
-0.0340141,0.474075
-0.0333922,0.475073
-0.0327697,0.476071
-0.0321466,0.477069
-0.0315229,0.478067
-0.0308986,0.479065
-0.0302737,0.480063
-0.0296483,0.481061
-0.0290223,0.482059
-0.0283959,0.483057
-0.028126,0.000998052
-0.0277688,0.484055
-0.0271413,0.485053
-0.0265132,0.486051
-0.0258849,0.487049
-0.0252558,0.488047
-0.0246266,0.489045
-0.0239967,0.490043
-0.0233666,0.491042
-0.0227359,0.49204
-0.0221051,0.493038
-0.0214737,0.494036
-0.0208422,0.495034
-0.0202101,0.496032
-0.019578,0.49703
-0.0189453,0.498028
-0.0183126,0.499026
-0.0176795,0.500024
-0.0170463,0.501022
-0.0164127,0.50202
-0.0157791,0.503018
-0.0151451,0.504016
-0.0145111,0.505014
-0.0138769,0.506012
-0.0132426,0.50701
-0.0126082,0.508008
-0.0119736,0.509006
-0.0113391,0.510004
-0.0107044,0.511003
-0.0100697,0.512001
-0.009435,0.512999
-0.00925357,0
-0.00880028,0.513997
-0.00816555,0.514995
-0.00753083,0.515993
-0.00689619,0.516991
-0.00626157,0.517989
-0.00562706,0.518987
-0.0049926,0.519985
-0.00435828,0.520983
-0.00372404,0.521981
-0.00309,0.522979
-0.00245605,0.523977
-0.00182235,0.524975
-0.00118877,0.525973
-0.000555509,0.526971
7.76298e-05,0.527969
0.000710323,0.528967
0.00134288,0.529966
0.00197495,0.530964
0.00260691,0.531962
0.00323839,0.53296
0.00386971,0.533958
0.00450056,0.534956
0.00513128,0.535954
0.0057615,0.536952
0.00639161,0.53795
0.00702121,0.538948
0.00765074,0.539946
0.00827973,0.540944
0.00890866,0.541942
0.0095371,0.54294
0.0101655,0.543938
0.0107933,0.544936
0.0114211,0.545934
0.0120485,0.546932
0.0126758,0.54793
0.0133027,0.548928
0.0139295,0.549927
0.0145559,0.550925
0.0151823,0.551923
0.0158083,0.552921
0.0164342,0.553919
0.0170598,0.554917
0.0176854,0.555915
0.0183107,0.556913
0.0189359,0.557911
0.0195609,0.558909
0.0201858,0.559907
0.0208105,0.560905
0.0214352,0.561903
0.0220597,0.562901
0.0226842,0.563899
0.0233086,0.564897
0.0239328,0.565895
0.0245571,0.566893
0.0251813,0.567891
0.0258054,0.56889
0.0264296,0.569888
0.0270537,0.570886
0.0276778,0.571884
0.0283019,0.572882
0.0289261,0.57388
0.0295503,0.574878
0.0301746,0.575876
0.0307989,0.576874
0.0314233,0.577872
0.0320478,0.57887
0.0326725,0.579868
0.0332971,0.580866
0.0339221,0.581864
0.034547,0.582862
0.0351723,0.58386
0.0357975,0.584858
0.0364231,0.585856
0.0370488,0.586854
0.0376748,0.587853
0.0383008,0.588851
0.0389273,0.589849
0.0395539,0.590847
0.0401809,0.591845
0.040808,0.592843
0.0414355,0.593841
0.0420632,0.594839
0.0426914,0.595837
0.0433198,0.596835
0.0439486,0.597833
0.0445777,0.598831
0.0452073,0.599829
0.0458372,0.600827
0.0464674,0.601825
0.0470981,0.602823
0.0477293,0.603821
0.0483609,0.604819
0.0489928,0.605817
0.0496254,0.606816
0.0502582,0.607814
0.0508918,0.608812
0.0515256,0.60981
0.0521602,0.610808
0.0527951,0.611806
0.0534308,0.612804
0.0540668,0.613802
0.0547036,0.6148
0.0553407,0.615798
0.0559787,0.616796
0.0566169,0.617794
0.0572562,0.618792
0.0578957,0.61979
0.0585363,0.620788
0.0591771,0.621786
0.0598191,0.622784
0.0604612,0.623782
0.0611046,0.62478
0.0617481,0.625778
0.0623929,0.626777
0.063038,0.627775
0.0636843,0.628773
0.0643309,0.629771
0.0649788,0.630769
0.0656269,0.631767
0.0662764,0.632765
0.0669262,0.633763
0.0675773,0.634761
0.0682288,0.635759
0.0688816,0.636757
0.0695349,0.637755
0.0701894,0.638753
0.0708446,0.639751
0.0715009,0.640749
0.072158,0.641747
0.0728162,0.642745
0.0734752,0.643743
0.0741353,0.644741
0.0747964,0.64574
0.0754584,0.646738
0.0761216,0.647736
0.0767856,0.648734
0.077451,0.649732
0.0781171,0.65073
0.0787846,0.651728
0.0794529,0.652726
0.0801228,0.653724
0.0807932,0.654722
0.0814654,0.65572
0.0821382,0.656718
0.0828128,0.657716
0.0834879,0.658714
0.084165,0.659712
0.0848425,0.66071
0.0855222,0.661708
0.0862021,0.662706
0.0868845,0.663704
0.087567,0.664703
0.088252,0.665701
0.0889372,0.666699
0.0896249,0.667697
0.0903129,0.668695
0.0910034,0.669693
0.0916942,0.670691
0.0923876,0.671689
0.0930814,0.672687
0.0937776,0.673685
0.0944744,0.674683
0.0951735,0.675681
0.0958735,0.676679
0.0965758,0.677677
0.0972789,0.678675
0.0979842,0.679673
0.0986906,0.680671
0.0993991,0.681669
0.100109,0.682667
0.100821,0.683666
0.101534,0.684664
0.102249,0.685662
0.102966,0.68666
0.103684,0.687658
0.104405,0.688656
0.105127,0.689654
0.105851,0.690652
0.106576,0.69165
0.107304,0.692648
0.108033,0.693646
0.108765,0.694644
0.109498,0.695642
0.110234,0.69664
0.11097,0.697638
0.11171,0.698636
0.112451,0.699634
0.113195,0.700632
0.113939,0.70163
0.114687,0.702628
0.115436,0.703627
0.116188,0.704625
