# Time	Value
50.2	0.0525143
50.4	0.0530577
50.6	0.0536108
50.8	0.054169
51	0.0547265
51.2	0.0552771
51.4	0.0558147
51.6	0.0563336
51.8	0.0568289
52	0.0572962
52.2	0.057732
52.4	0.0581341
52.6	0.0585014
52.8	0.0588344
53	0.0591343
53.2	0.059403
53.4	0.0596424
53.6	0.0598546
53.8	0.060042
54	0.0602069
54.2	0.0603516
54.4	0.0604783
54.6	0.0605888
54.8	0.0606844
55	0.060766
55.2	0.0608345
55.4	0.0608902
55.6	0.0609338
55.8	0.0609653
56	0.0609846
56.2	0.0609913
56.4	0.0609848
56.6	0.0609645
56.8	0.0609298
57	0.06088
57.2	0.0608142
57.4	0.0607316
57.6	0.0606311
57.8	0.0605117
58	0.0603725
58.2	0.0602126
58.4	0.0600311
58.6	0.0598272
58.8	0.0596
59	0.0593487
59.2	0.0590723
59.4	0.0587704
59.6	0.0584424
59.8	0.0580879
60	0.0577065
60.2	0.0572979
60.4	0.0568619
60.6	0.0563986
60.8	0.0559082
61	0.0553911
61.2	0.0548478
61.4	0.0542793
61.6	0.0536866
61.8	0.053071
62	0.0524342
62.2	0.0517783
62.4	0.0511059
62.6	0.0504199
62.8	0.0497237
63	0.0490212
63.2	0.0483169
63.4	0.0476159
63.6	0.0469238
63.8	0.046247
64	0.0455921
64.2	0.0449665
64.4	0.0443775
64.6	0.0438332
64.8	0.0433414
65	0.04291
65.2	0.0425465
65.4	0.042258
65.6	0.0420505
65.8	0.041929
66	0.0418974
66.2	0.0419579
66.4	0.0421111
66.6	0.0423558
66.8	0.0426888
67	0.0431054
67.2	0.0435992
67.4	0.0441623
67.6	0.044786
67.8	0.0454607
68	0.0461764
68.2	0.0469232
68.4	0.0476918
68.6	0.0484734
68.8	0.04926
69	0.0500452
69.2	0.0508232
69.4	0.0515897
69.6	0.0523411
69.8	0.0530749
70	0.0537892
70.2	0.0544824
70.4	0.0551534
70.6	0.0558009
70.8	0.0564241
71	0.0570219
71.2	0.0575933
71.4	0.0581379
71.6	0.0586551
71.8	0.0591451
72	0.0596084
72.2	0.060046
72.4	0.0604591
72.6	0.0608496
72.8	0.0612194
73	0.0615708
73.2	0.0619059
73.4	0.0622271
73.6	0.0625365
73.8	0.0628365
74	0.0631293
74.2	0.0634174
74.4	0.0637031
74.6	0.063989
74.8	0.0642771
75	0.0645696
75.2	0.0648677
75.4	0.0651726
75.6	0.0654845
75.8	0.0658029
76	0.0661271
76.2	0.0664557
76.4	0.066787
76.6	0.0671194
76.8	0.0674511
77	0.0677804
77.2	0.0681057
77.4	0.0684259
77.6	0.0687397
77.8	0.0690463
78	0.0693449
78.2	0.0696349
78.4	0.0699157
78.6	0.0701867
78.8	0.0704474
79	0.070697
79.2	0.0709348
79.4	0.0711596
79.6	0.0713704
79.8	0.0715657
80	0.0717436
80.2	0.071902
80.4	0.0720384
80.6	0.0721499
80.8	0.0722329
81	0.0722837
81.2	0.0722978
81.4	0.0722703
81.6	0.0721959
81.8	0.0720688
82	0.0718831
82.2	0.0716323
82.4	0.07131
82.6	0.0709097
82.8	0.070425
83	0.06985
83.2	0.0691793
83.4	0.0684084
83.6	0.0675343
83.8	0.0665556
84	0.0654737
84.2	0.064293
84.4	0.0630221
84.6	0.0616746
84.8	0.0602703
85	0.0588356
85.2	0.0574044
85.4	0.0560176
85.6	0.0547223
85.8	0.0535692
86	0.0526095
86.2	0.0518898
86.4	0.0514472
86.6	0.0513038
86.8	0.0514629
87	0.051907
87.2	0.0525991
87.4	0.0534876
87.6	0.0545135
87.8	0.0556188
88	0.0567541
88.2	0.0578826
88.4	0.0589812
88.6	0.0600367
88.8	0.0610416
89	0.0619896
89.2	0.0628725
89.4	0.063681
89.6	0.0644057
89.8	0.0650399
90	0.0655815
90.2	0.066034
90.4	0.0664056
90.6	0.0667079
90.8	0.0669538
91	0.0671562
91.2	0.0673266
91.4	0.0674748
91.6	0.067608
91.8	0.067732
92	0.0678506
92.2	0.0679667
92.4	0.0680822
92.6	0.0681991
92.8	0.0683188
93	0.0684429
93.2	0.068573
93.4	0.0687105
93.6	0.0688568
93.8	0.0690128
94	0.0691789
94.2	0.0693552
94.4	0.0695415
94.6	0.069737
94.8	0.0699412
95	0.0701533
95.2	0.0703728
95.4	0.0705994
95.6	0.070833
95.8	0.0710739
96	0.0713226
96.2	0.0715795
96.4	0.0718455
96.6	0.0721214
96.8	0.0724077
97	0.0727052
97.2	0.0730141
97.4	0.0733347
97.6	0.0736667
97.8	0.0740095
98	0.0743619
98.2	0.0747221
98.4	0.0750878
98.6	0.0754558
98.8	0.0758224
99	0.0761832
99.2	0.0765333
99.4	0.0768679
99.6	0.0771818
99.8	0.0774705
100	0.0777299
100.2	0.0779568
100.4	0.0781489
100.6	0.0783046
100.8	0.0784229
101	0.0785028
101.2	0.0785426
101.4	0.0785391
101.6	0.078487
101.8	0.0783789
102	0.0782046
102.2	0.0779525
102.4	0.0776096
102.6	0.077163
102.8	0.0766011
103	0.0759144
103.2	0.075097
103.4	0.0741468
103.6	0.0730669
103.8	0.0718661
104	0.0705599
104.2	0.0691714
104.4	0.0677319
104.6	0.0662823
104.8	0.0648722
105	0.0635595
105.2	0.0624071
105.4	0.0614775
105.6	0.0608257
105.8	0.0604905
106	0.0604868
106.2	0.0608007
106.4	0.0613903
106.6	0.0621923
106.8	0.0631335
107	0.0641441
107.2	0.0651676
107.4	0.0661647
107.6	0.0671119
107.8	0.0679954
108	0.0688056
108.2	0.0695344
108.4	0.0701749
108.6	0.0707238
108.8	0.0711834
109	0.0715627
109.2	0.0718757
109.4	0.0721394
109.6	0.0723704
109.8	0.0725814
110	0.0727795
110.2	0.0729657
110.4	0.0731359
110.6	0.0732846
110.8	0.0734075
111	0.0735042
111.2	0.0735796
111.4	0.0736422
111.6	0.0737025
111.8	0.0737701
112	0.073852
112.2	0.0739514
112.4	0.074068
112.6	0.0741984
112.8	0.0743377
113	0.0744803
113.2	0.0746211
113.4	0.0747563
113.6	0.0748834
113.8	0.0750019
114	0.0751126
114.2	0.0752178
114.4	0.0753208
114.6	0.0754255
114.8	0.0755359
115	0.075656
115.2	0.075789
115.4	0.0759376
115.6	0.0761036
115.8	0.076288
116	0.0764907
116.2	0.0767114
116.4	0.0769488
116.6	0.0772015
116.8	0.0774679
117	0.0777463
117.2	0.0780348
117.4	0.0783311
117.6	0.0786326
117.8	0.078936
118	0.0792371
118.2	0.0795305
118.4	0.0798098
118.6	0.0800675
118.8	0.0802957
119	0.0804867
119.2	0.0806335
119.4	0.0807311
119.6	0.0807766
119.8	0.0807697
120	0.080712
120.2	0.0806064
120.4	0.0804548
120.6	0.0802569
120.8	0.0800085
121	0.0797014
121.2	0.0793238
121.4	0.0788627
121.6	0.0783064
121.8	0.0776471
122	0.0768833
122.2	0.0760206
122.4	0.0750721
122.6	0.0740575
122.8	0.0730021
123	0.0719357
123.2	0.0708916
123.4	0.0699054
123.6	0.069014
123.8	0.0682542
124	0.0676602
124.2	0.067261
124.4	0.0670769
124.6	0.0671158
124.8	0.0673708
125	0.0678193
125.2	0.0684257
125.4	0.0691452
125.6	0.0699306
125.8	0.0707381
126	0.0715309
126.2	0.0722813
