# Time	U	V	U_magnitude
0	-8.60011e-17	-1.20689e-16	1.48196e-16
0.2	-0.00778806	-0.0116762	0.0140352
0.4	-0.0112611	-0.0160667	0.0196202
0.6	-0.0172596	-0.0182445	0.0251149
0.8	-0.0204043	-0.0192732	0.0280676
1	-0.0229585	-0.0209162	0.0310577
1.2	-0.0270657	-0.0212229	0.0343942
1.4	-0.0324087	-0.0231111	0.0398051
1.6	-0.0396912	-0.0251364	0.0469812
1.8	-0.0477844	-0.0218033	0.0525237
2	-0.0582515	-0.018857	0.0612276
2.2	-0.07034	-0.0166636	0.0722869
2.4	-0.0842434	-0.0129573	0.0852341
2.6	-0.0995047	-0.0071778	0.0997633
2.8	-0.116892	0.000778609	0.116894
3	-0.138615	0.0145555	0.139378
3.2	-0.16632	0.0380531	0.170618
3.4	-0.193213	0.0709845	0.20584
3.6	-0.205408	0.103011	0.229791
3.8	-0.191852	0.116071	0.224231
4	-0.157017	0.102239	0.187369
4.2	-0.117223	0.0772579	0.140392
4.4	-0.0764416	0.053554	0.0933346
4.6	-0.0314627	0.0285797	0.0425053
4.8	0.014408	0.000975806	0.014441
5	0.0539794	-0.026075	0.0599473
5.2	0.087163	-0.0504318	0.100701
5.4	0.114724	-0.0709208	0.134876
5.6	0.136615	-0.0873559	0.162156
5.8	0.152743	-0.100435	0.182805
6	0.163424	-0.110682	0.197378
6.2	0.169635	-0.118319	0.206822
6.4	0.172658	-0.123505	0.212284
6.6	0.173253	-0.12667	0.21462
6.8	0.171659	-0.12849	0.214421
7	0.168113	-0.129238	0.212048
7.2	0.163115	-0.12865	0.207744
7.4	0.157347	-0.126736	0.20204
7.6	0.151342	-0.124117	0.195728
7.8	0.1453	-0.121459	0.189379
8	0.139331	-0.118993	0.183228
8.2	0.133555	-0.116549	0.177259
8.4	0.127927	-0.113897	0.171283
8.6	0.122318	-0.11102	0.165188
8.8	0.116785	-0.108037	0.159093
9	0.111599	-0.105012	0.153238
9.2	0.106999	-0.102057	0.147867
9.4	0.102916	-0.0994067	0.143085
9.6	0.0990171	-0.0971812	0.138739
9.8	0.0951003	-0.0951773	0.134547
10	0.0912858	-0.0930407	0.130344
10.2	0.0877941	-0.090617	0.126171
10.4	0.0846829	-0.088112	0.122209
10.6	0.0818409	-0.0858834	0.118633
10.8	0.0791461	-0.0840838	0.115474
11	0.0765696	-0.0825571	0.112599
11.2	0.0741212	-0.0810463	0.109829
11.4	0.0717856	-0.0794095	0.107047
11.6	0.0695662	-0.0776614	0.104263
11.8	0.0675174	-0.0759117	0.101593
12	0.0656777	-0.0743008	0.0991674
12.2	0.064003	-0.0729395	0.0970389
12.4	0.0623916	-0.0718254	0.0951399
12.6	0.0607894	-0.070804	0.0933196
12.8	0.0592473	-0.0696704	0.091456
13	0.0578397	-0.0683486	0.0895374
13.2	0.0565646	-0.0669634	0.0876564
13.4	0.0553609	-0.0657287	0.0859366
13.6	0.0541882	-0.0647546	0.0844365
13.8	0.0530603	-0.0639614	0.0831051
14	0.0520072	-0.063173	0.0818265
14.2	0.0510229	-0.0622699	0.0805039
14.4	0.0500735	-0.0612565	0.0791184
14.6	0.0491468	-0.0602273	0.077735
14.8	0.0482639	-0.0592928	0.0764529
15	0.0474447	-0.0585139	0.0753318
15.2	0.0466809	-0.057869	0.07435
15.4	0.0459487	-0.0572648	0.0734203
15.6	0.0452363	-0.0565932	0.0724508
15.8	0.0445476	-0.0558113	0.07141
16	0.0438837	-0.0549795	0.0703458
16.2	0.0432406	-0.0542134	0.0693458
16.4	0.0426223	-0.0535875	0.068471
16.6	0.0420423	-0.0530772	0.0677107
16.8	0.0415058	-0.0525867	0.0669932
17	0.0409934	-0.0520306	0.0662393
17.2	0.0404749	-0.0513933	0.0654178
17.4	0.0399418	-0.050727	0.0645645
17.6	0.0394187	-0.050105	0.0637522
17.8	0.0389376	-0.049573	0.0630367
18	0.038505	-0.0491249	0.0624171
18.2	0.0380971	-0.0487091	0.0618382
18.4	0.037684	-0.0482619	0.0612314
18.6	0.0372553	-0.0477503	0.0605644
18.8	0.0368234	-0.047197	0.0598625
19	0.036409	-0.0466646	0.0591878
19.2	0.0360262	-0.0462072	0.0585918
19.4	0.0356755	-0.0458293	0.0580781
19.6	0.0353437	-0.0454841	0.0576019
19.8	0.0350106	-0.0451126	0.0571042
20	0.0346626	-0.0446884	0.0565557
20.2	0.0343046	-0.0442324	0.055976
20.4	0.0339587	-0.0437929	0.0554167
20.6	0.0336465	-0.0434098	0.0549227
20.8	0.0333689	-0.0430895	0.0544994
21	0.0331048	-0.0428032	0.0541114
21.2	0.0328301	-0.0425074	0.0537093
21.4	0.0325382	-0.0421742	0.0532672
21.6	0.0322441	-0.0418104	0.0527996
21.8	0.0319698	-0.041453	0.052349
22	0.0317259	-0.041142	0.0519538
22.2	0.0315061	-0.0408901	0.0516201
22.4	0.0312932	-0.0406738	0.0513188
22.6	0.0310729	-0.0404519	0.0510087
22.8	0.0308424	-0.0401982	0.050667
23	0.0306118	-0.0399192	0.0503054
23.2	0.0303973	-0.0396475	0.0499591
23.4	0.0302087	-0.0394157	0.0496605
23.6	0.030042	-0.0392337	0.0494147
23.8	0.0298819	-0.0390831	0.0491977
24	0.0297137	-0.0389317	0.0489753
24.2	0.0295358	-0.038757	0.0487285
24.4	0.0293603	-0.0385619	0.048467
24.6	0.0292025	-0.0383715	0.0482199
24.8	0.0290683	-0.0382147	0.0480139
25	0.0289505	-0.0381023	0.0478531
25.2	0.0288353	-0.038019	0.0477171
25.4	0.0287137	-0.0379357	0.0475773
25.6	0.0285869	-0.037832	0.047418
25.8	0.0284645	-0.0377111	0.0472478
26	0.028357	-0.0375961	0.0470912
26.2	0.028268	-0.0375115	0.0469701
26.4	0.0281923	-0.0374644	0.046887
26.6	0.0281194	-0.0374403	0.0468239
26.8	0.0280414	-0.0374148	0.0467567
27	0.0279589	-0.0373722	0.0466732
27.2	0.0278805	-0.0373161	0.0465813
27.4	0.0278153	-0.0372657	0.0465018
27.6	0.027766	-0.0372404	0.0464522
27.8	0.0277269	-0.0372456	0.0464329
28	0.0276885	-0.037268	0.046428
28.2	0.0276448	-0.0372869	0.0464171
28.4	0.0275978	-0.0372892	0.046391
28.6	0.0275548	-0.0372794	0.0463575
28.8	0.0275224	-0.0372748	0.0463346
29	0.0275018	-0.0372913	0.0463356
29.2	0.027488	-0.0373311	0.0463595
29.4	0.0274737	-0.0373813	0.0463915
29.6	0.0274546	-0.0374242	0.0464147
29.8	0.0274319	-0.0374512	0.046423
30	0.0274114	-0.0374679	0.0464244
30.2	0.027399	-0.0374892	0.0464343
30.4	0.0273955	-0.037527	0.0464627
30.6	0.0273965	-0.037581	0.046507
30.8	0.0273953	-0.0376396	0.0465536
31	0.0273884	-0.0376889	0.0465895
31.2	0.0273777	-0.0377233	0.046611
31.4	0.0273687	-0.0377492	0.0466267
31.6	0.0273658	-0.0377795	0.0466495
31.8	0.0273694	-0.037823	0.0466869
32	0.0273752	-0.0378779	0.0467347
32.2	0.027378	-0.0379335	0.0467814
32.4	0.0273754	-0.037979	0.0468169
32.6	0.0273695	-0.0380122	0.0468403
32.8	0.0273648	-0.0380401	0.0468603
33	0.0273653	-0.0380737	0.0468878
