# Time	U	V	U_magnitude
0	-1.24532e-28	2.0035e-28	2.35899e-28
0.2	-0.00092537	7.70306e-05	0.000928571
0.4	-0.0119723	5.09776e-05	0.0119724
0.6	-0.0115287	0.000439365	0.0115371
0.8	-0.00743229	0.000945205	0.00749216
1	-0.00811571	0.000406192	0.00812587
1.2	-0.0132537	0.00109331	0.0132987
1.4	-0.014068	0.0022571	0.0142479
1.6	-0.0112302	0.00226652	0.0114566
1.8	-0.0112221	0.00196203	0.0113924
2	-0.0146394	0.00290467	0.0149248
2.2	-0.0157445	0.0043364	0.0163308
2.4	-0.0142011	0.00468358	0.0149535
2.6	-0.0144398	0.00452355	0.0151318
2.8	-0.016725	0.00564099	0.0176507
3	-0.0179831	0.00739648	0.0194448
3.2	-0.0176259	0.00803034	0.019369
3.4	-0.0179526	0.00820559	0.019739
3.6	-0.0197167	0.00949214	0.0218826
3.8	-0.0211014	0.0113707	0.02397
4	-0.0214091	0.0123984	0.02474
4.2	-0.0220089	0.0129594	0.0255409
4.4	-0.0234824	0.0143935	0.0275426
4.6	-0.024894	0.016412	0.0298172
4.8	-0.0257014	0.0178107	0.0312695
5	-0.0265069	0.0188102	0.0325029
5.2	-0.0278355	0.0204627	0.0345475
5.4	-0.0292835	0.0226334	0.0370108
5.6	-0.0303659	0.0244279	0.0389719
5.8	-0.0313346	0.0259089	0.0406586
6	-0.0325999	0.0278453	0.0428733
6.2	-0.0340199	0.030243	0.0455191
6.4	-0.0352361	0.0324578	0.0479071
6.6	-0.0362911	0.0344465	0.050036
6.8	-0.0374852	0.0367504	0.0524951
7	-0.0388225	0.0394513	0.0553497
7.2	-0.0400349	0.0421115	0.0581048
7.4	-0.0410738	0.0446303	0.0606541
7.6	-0.0421512	0.047365	0.0634048
7.8	-0.0433222	0.0504351	0.0664869
8	-0.0444019	0.0535578	0.0695699
8.2	-0.0453106	0.0566085	0.0725091
8.4	-0.0461858	0.0598123	0.0755687
8.6	-0.0470991	0.0633023	0.0789019
8.8	-0.0479326	0.0669255	0.0823199
9	-0.0486125	0.0706052	0.085722
9.2	-0.0492362	0.0745583	0.0893484
9.4	-0.0498818	0.0790368	0.0934613
9.6	-0.05048	0.084125	0.0981084
9.8	-0.0509529	0.0899105	0.103345
10	-0.0513183	0.0966197	0.109403
10.2	-0.0515749	0.104419	0.116461
10.4	-0.0516068	0.11321	0.124418
10.6	-0.0512831	0.122733	0.133016
10.8	-0.050563	0.132743	0.142047
11	-0.0494419	0.142985	0.151292
11.2	-0.047875	0.153094	0.160406
11.4	-0.0458268	0.162673	0.169005
11.6	-0.0433402	0.171439	0.176832
11.8	-0.0404966	0.179213	0.183732
12	-0.0373479	0.18582	0.189536
12.2	-0.0339368	0.191099	0.194089
12.4	-0.0303461	0.195005	0.197352
12.6	-0.0266757	0.197592	0.199384
12.8	-0.0229895	0.198931	0.200255
13	-0.0193252	0.199106	0.200042
13.2	-0.0157328	0.198273	0.198896
13.4	-0.0122644	0.196643	0.197025
13.6	-0.00893733	0.194415	0.19462
13.8	-0.00574167	0.191759	0.191845
14	-0.00267334	0.188848	0.188867
14.2	0.000266967	0.185853	0.185853
14.4	0.0030966	0.182893	0.182919
14.6	0.00584828	0.18003	0.180125
14.8	0.00853985	0.177307	0.177512
15	0.0111764	0.17475	0.175107
15.2	0.0137675	0.172351	0.1729
15.4	0.0163274	0.170075	0.170857
15.6	0.0188554	0.167883	0.168938
15.8	0.0213409	0.165745	0.167113
16	0.0237749	0.163624	0.165342
16.2	0.026156	0.16148	0.163584
16.4	0.0284722	0.15928	0.161805
16.6	0.0307085	0.157011	0.159985
16.8	0.0328541	0.154657	0.158108
17	0.034904	0.152205	0.156156
17.2	0.0368517	0.149649	0.154119
17.4	0.0386848	0.146992	0.151998
17.6	0.0403985	0.144241	0.149791
17.8	0.0419935	0.141396	0.1475
18	0.0434663	0.138465	0.145127
18.2	0.0448111	0.135458	0.142678
18.4	0.0460288	0.132385	0.140159
18.6	0.0471219	0.129253	0.137575
18.8	0.0480905	0.12607	0.134931
19	0.0489331	0.122846	0.132233
19.2	0.0496507	0.119589	0.129486
19.4	0.0502475	0.116304	0.126694
19.6	0.0507248	0.112999	0.123862
19.8	0.0510825	0.10968	0.120992
20	0.0513229	0.106354	0.11809
20.2	0.0514489	0.103023	0.115155
20.4	0.0514616	0.0996932	0.112192
20.6	0.0513615	0.096369	0.109202
20.8	0.0511508	0.0930539	0.106186
21	0.0508316	0.0897507	0.103146
21.2	0.0504051	0.0864634	0.100083
21.4	0.0498717	0.0831956	0.0969984
21.6	0.0492335	0.0799501	0.0938933
21.8	0.0484924	0.0767297	0.0907687
22	0.0476489	0.073538	0.0876256
22.2	0.0467042	0.0703781	0.0844651
22.4	0.0456603	0.0672527	0.0812883
22.6	0.0445188	0.0641646	0.0780963
22.8	0.0432811	0.0611177	0.0748907
23	0.0419486	0.0581154	0.0716735
23.2	0.0405234	0.0551609	0.0684462
23.4	0.0390079	0.0522577	0.065211
23.6	0.037404	0.0494095	0.0619706
23.8	0.035714	0.0466202	0.0587276
24	0.0339406	0.0438932	0.0554849
24.2	0.0320871	0.0412324	0.0522465
24.4	0.0301562	0.0386419	0.0490163
24.6	0.0281512	0.0361256	0.045799
24.8	0.0260761	0.0336872	0.0426004
25	0.0239346	0.0313306	0.0394268
25.2	0.0217308	0.0290598	0.0362864
25.4	0.019469	0.0268785	0.0331888
25.6	0.0171541	0.0247904	0.0301467
25.8	0.0147909	0.0227991	0.0271766
26	0.0123842	0.0209082	0.0243006
26.2	0.00993994	0.019121	0.0215503
26.4	0.00746341	0.0174407	0.0189705
26.6	0.00496081	0.01587	0.0166273
26.8	0.00243815	0.0144121	0.0146169
27	-9.81038e-05	0.0130692	0.0130696
27.2	-0.0026405	0.0118433	0.0121341
27.4	-0.00518341	0.0107364	0.0119221
27.6	-0.007721	0.00975014	0.012437
27.8	-0.0102474	0.00888562	0.0135633
