# Time	U	V	U_magnitude
0	-1.07502e-28	1.72944e-28	2.03632e-28
0.2	-0.000752523	6.72759e-05	0.000755524
0.4	-0.011338	4.80801e-05	0.0113381
0.6	-0.0112728	0.000400793	0.0112799
0.8	-0.00726101	0.000961157	0.00732435
1	-0.00730765	0.000427137	0.00732012
1.2	-0.0122556	0.000921803	0.0122902
1.4	-0.0135703	0.00213183	0.0137367
1.6	-0.0110447	0.00233306	0.0112884
1.8	-0.0103374	0.00190745	0.010512
2	-0.0134166	0.00260805	0.0136678
2.2	-0.0151227	0.00407339	0.0156617
2.4	-0.0138668	0.00470055	0.0146419
2.6	-0.0135198	0.00445965	0.0142364
2.8	-0.0154759	0.0051868	0.016322
3	-0.0171233	0.00695882	0.0184833
3.2	-0.0170657	0.00794852	0.018826
3.4	-0.0170103	0.00805042	0.0188191
3.6	-0.0183841	0.00890708	0.0204282
3.8	-0.0200033	0.0107461	0.0227071
4	-0.0205789	0.0121207	0.0238831
4.2	-0.0209205	0.0126725	0.0244594
4.4	-0.0220549	0.0136767	0.0259514
4.6	-0.0235285	0.0155867	0.028223
4.8	-0.0245265	0.0172974	0.0300124
5	-0.0252053	0.0183286	0.0311648
5.2	-0.0262252	0.0196003	0.0327404
5.4	-0.027607	0.0216119	0.0350602
5.6	-0.0288115	0.023638	0.0372674
5.8	-0.0297131	0.0251831	0.0389494
6	-0.0307141	0.0268091	0.0407687
6.2	-0.0319883	0.029007	0.0431817
6.4	-0.0332427	0.0313647	0.0457036
6.6	-0.0342592	0.0334257	0.0478641
6.8	-0.0352273	0.0354859	0.0500021
7	-0.0363676	0.0379665	0.0525742
7.2	-0.0375486	0.0406789	0.0553595
7.4	-0.0385446	0.0432528	0.0579352
7.6	-0.0394217	0.045797	0.0604271
7.8	-0.0403733	0.0486358	0.0632095
8	-0.0413614	0.0517267	0.06623
8.2	-0.0422038	0.0547942	0.0691633
8.4	-0.0428938	0.0578337	0.0720043
8.6	-0.0435754	0.0610752	0.0750266
8.8	-0.0442639	0.0645622	0.0782788
9	-0.0448306	0.0681298	0.0815564
9.2	-0.0452431	0.0717651	0.0848361
9.4	-0.0456067	0.0756986	0.0883756
9.6	-0.0459627	0.0801333	0.0923792
9.8	-0.0462249	0.0851288	0.0968693
10	-0.0463298	0.0907882	0.101926
10.2	-0.0462988	0.0973339	0.107784
10.4	-0.0461156	0.1049	0.114589
10.6	-0.0456639	0.113374	0.122225
10.8	-0.0448342	0.122512	0.130458
11	-0.0436061	0.13209	0.139101
11.2	-0.0419843	0.141865	0.147947
11.4	-0.039936	0.151492	0.156668
11.6	-0.0374434	0.160603	0.16491
11.8	-0.0345609	0.168939	0.172438
12	-0.0313736	0.176338	0.179108
12.2	-0.0279354	0.182638	0.184762
12.4	-0.0242906	0.18769	0.189255
12.6	-0.0205186	0.19145	0.192546
12.8	-0.0167128	0.193966	0.194684
13	-0.0129322	0.195303	0.19573
13.2	-0.00920816	0.195534	0.19575
13.4	-0.00558204	0.194794	0.194874
13.6	-0.00209903	0.193277	0.193288
13.8	0.00122523	0.191167	0.191171
14	0.00440173	0.18862	0.188672
14.2	0.00744025	0.185797	0.185946
14.4	0.0103441	0.182856	0.183148
14.6	0.0131313	0.179919	0.180398
14.8	0.015836	0.177053	0.17776
15	0.0184808	0.174302	0.175279
15.2	0.0210732	0.171697	0.172985
15.4	0.0236218	0.169244	0.170884
15.6	0.0261415	0.166914	0.168949
15.8	0.028636	0.164674	0.167145
16	0.0310955	0.162495	0.165444
16.2	0.0335102	0.160349	0.163813
16.4	0.0358773	0.158196	0.162213
16.6	0.0381878	0.156002	0.160608
16.8	0.040427	0.153752	0.158978
17	0.0425807	0.151431	0.157304
17.2	0.0446445	0.149024	0.155568
17.4	0.0466116	0.146521	0.153756
17.6	0.04847	0.143923	0.151865
17.8	0.0502134	0.141234	0.149895
18	0.05184	0.138454	0.147841
18.2	0.0533467	0.135587	0.145704
18.4	0.0547294	0.132641	0.143488
18.6	0.0559859	0.129626	0.141199
18.8	0.0571177	0.126546	0.13884
19	0.0581249	0.123409	0.136412
19.2	0.059006	0.120222	0.133922
19.4	0.0597617	0.116995	0.131375
19.6	0.0603947	0.113732	0.128773
19.8	0.0609068	0.11044	0.126121
20	0.0612975	0.107123	0.123421
20.2	0.0615675	0.103789	0.120676
20.4	0.0617195	0.100441	0.117889
20.6	0.0617547	0.0970831	0.11506
20.8	0.0616733	0.0937201	0.112192
21	0.0614758	0.0903562	0.109286
21.2	0.0611641	0.0869942	0.106344
21.4	0.0607392	0.0836374	0.103366
21.6	0.060201	0.0802899	0.100353
21.8	0.0595501	0.0769552	0.0973053
22	0.058788	0.0736361	0.0942247
22.2	0.0579153	0.070336	0.0911117
22.4	0.0569321	0.0670594	0.0879672
22.6	0.0558391	0.0638095	0.0847919
22.8	0.054638	0.0605895	0.0815868
23	0.0533299	0.0574031	0.078353
23.2	0.0519155	0.0542549	0.075092
23.4	0.050396	0.0511492	0.0718053
23.6	0.0487736	0.0480898	0.0684945
23.8	0.0470505	0.0450814	0.065162
24	0.0452281	0.0421286	0.0618094
24.2	0.0433092	0.039236	0.0584393
24.4	0.041297	0.0364084	0.0550547
24.6	0.0391942	0.0336507	0.051658
24.8	0.0370043	0.0309676	0.0482526
25	0.0347311	0.0283645	0.0448419
25.2	0.0323789	0.0258456	0.0414293
25.4	0.029952	0.0234164	0.0380191
25.6	0.027455	0.0210814	0.034615
25.8	0.0248932	0.0188456	0.0312222
26	0.0222719	0.0167132	0.0278454
26.2	0.0195969	0.014689	0.0244909
26.4	0.016874	0.0127774	0.0211659
26.6	0.0141097	0.0109819	0.0178797
26.8	0.0113104	0.00930681	0.0146472
27	0.00848298	0.00775581	0.0114941
27.2	0.005635	0.00633129	0.00847576
27.4	0.00277367	0.00503651	0.00574975
27.6	-9.27512e-05	0.00387377	0.00387488
27.8	-0.00295499	0.00284494	0.00410191
28	-0.00580624	0.00195085	0.00612521
28.2	-0.00863962	0.00119244	0.00872152
28.4	-0.0114489	0.000569962	0.0114631
28.6	-0.0142277	8.31087e-05	0.014228
28.8	-0.0169701	-0.00026871	0.0169723
29	-0.01967	-0.00048667	0.019676
29.2	-0.0223216	-0.000572412	0.022329
29.4	-0.0249194	-0.000527693	0.024925
29.6	-0.0274576	-0.000354961	0.0274599
29.8	-0.0299314	-5.67104e-05	0.0299314
30	-0.0323351	0.000364151	0.0323372
30.2	-0.0346643	0.000904143	0.0346761
30.4	-0.036914	0.00156002	0.0369469
30.6	-0.03908	0.00232777	0.0391493
30.8	-0.0411568	0.00320305	0.0412812
31	-0.0431408	0.00418163	0.043343
31.2	-0.0450285	0.00525931	0.0453346
31.4	-0.0468158	0.00643108	0.0472555
31.6	-0.0484992	0.00769251	0.0491055
31.8	-0.0500751	0.00903763	0.0508841
32	-0.0515409	0.010462	0.052592
32.2	-0.0528936	0.0119604	0.054229
32.4	-0.0541301	0.0135267	0.0557947
32.6	-0.055249	0.0151563	0.0572902
32.8	-0.056247	0.0168433	0.0587148
33	-0.0571228	0.0185818	0.0600691
33.2	-0.0578745	0.0203667	0.0613535
33.4	-0.0585004	0.0221912	0.062568
33.6	-0.0589994	0.0240501	0.0637129
33.8	-0.0593701	0.0259366	0.0647883
34	-0.0596119	0.0278452	0.0657947
34.2	-0.0597241	0.029769	0.066732
34.4	-0.0597063	0.0317018	0.0676006
34.6	-0.0595583	0.0336369	0.0684005
34.8	-0.0592802	0.0355676	0.0691317
35	-0.0588726	0.037487	0.0697944
35.2	-0.0583359	0.0393882	0.0703882
35.4	-0.0576714	0.0412641	0.0709134
35.6	-0.0568802	0.0431076	0.0713696
35.8	-0.0559643	0.0449116	0.071757
36	-0.0549256	0.0466688	0.072075
36.2	-0.0537667	0.048372	0.0723236
36.4	-0.0524902	0.0500137	0.0725023
36.6	-0.0510994	0.0515867	0.0726109
36.8	-0.0495977	0.053084	0.0726488
37	-0.0479892	0.0544984	0.0726157
37.2	-0.0462781	0.0558227	0.072511
37.4	-0.0444692	0.0570502	0.0723342
37.6	-0.0425677	0.0581739	0.0720847
37.8	-0.0405793	0.0591873	0.0717622
38	-0.03851	0.0600839	0.0713659
38.2	-0.0363664	0.0608575	0.0708954
38.4	-0.0341558	0.0615022	0.0703501
38.6	-0.0318856	0.0620125	0.0697298
38.8	-0.0295641	0.0623831	0.0690339
39	-0.0271999	0.0626091	0.0682622
39.2	-0.0248022	0.0626863	0.0674146
39.4	-0.0223807	0.062611	0.0664909
39.6	-0.0199456	0.06238	0.0654912
39.8	-0.0175076	0.0619908	0.0644157
40	-0.0150778	0.0614416	0.0632646
40.2	-0.0126674	0.0607314	0.0620384
40.4	-0.0102882	0.0598602	0.0607379
40.6	-0.00795219	0.0588286	0.0593636
40.8	-0.00567144	0.0576382	0.0579165
41	-0.0034582	0.0562915	0.0563976
41.2	-0.00132494	0.054792	0.054808
41.4	0.000716142	0.0531437	0.0531486
41.6	0.00265233	0.0513522	0.0514207
41.8	0.00447304	0.0494235	0.0496255
42	0.00616663	0.0473645	0.0477643
42.2	0.00772299	0.0451831	0.0458384
42.4	0.00913191	0.042888	0.0438494
42.6	0.0103834	0.0404885	0.0417987
42.8	0.0114691	0.0379948	0.039688
43	0.0123804	0.0354178	0.0375193
