# Time	U	V	U_magnitude
0	-2.96101e-10	3.4864e-10	4.57411e-10
0.2	-0.00963253	4.46439e-05	0.00963263
0.4	-0.00985372	0.00078058	0.00988459
0.6	-0.0107667	5.75998e-05	0.0107669
0.8	-0.0140414	0.00154778	0.0141264
1	-0.0129916	0.00110545	0.0130386
1.2	-0.0156377	0.00216352	0.0157866
1.4	-0.0153403	0.00259413	0.0155581
1.6	-0.0167838	0.00318539	0.0170834
1.8	-0.0174362	0.00425497	0.0179478
2	-0.0183158	0.00483588	0.0189435
2.2	-0.0194118	0.00616822	0.0203682
2.4	-0.0203037	0.00707245	0.0215002
2.6	-0.0215148	0.00849472	0.0231311
2.8	-0.0226289	0.00980334	0.0246611
3	-0.0238914	0.0113418	0.0264468
3.2	-0.0252144	0.013	0.0283684
3.4	-0.0265695	0.0147486	0.0303885
3.6	-0.0280365	0.0166966	0.0326317
3.8	-0.0295147	0.0187287	0.0349554
4	-0.0310812	0.0209531	0.0374843
4.2	-0.0326746	0.0233053	0.0401343
4.4	-0.0343162	0.0258298	0.0429509
4.6	-0.035992	0.0285214	0.0459227
4.8	-0.0376862	0.0313821	0.0490416
5	-0.0394025	0.0344311	0.0523264
5.2	-0.0411164	0.0376605	0.0557572
5.4	-0.042828	0.0410878	0.0593502
5.6	-0.0445177	0.0447104	0.063094
5.8	-0.0461768	0.0485366	0.0669933
6	-0.0477908	0.0525699	0.0710462
6.2	-0.0493464	0.0568147	0.0752527
6.4	-0.0508336	0.0612846	0.0796232
6.6	-0.0522424	0.0660058	0.0841786
6.8	-0.0535697	0.0710396	0.0889738
7	-0.0548106	0.0764897	0.0941004
7.2	-0.0559531	0.082505	0.0996887
7.4	-0.0569631	0.0892467	0.105876
7.6	-0.0577751	0.0968322	0.112758
7.8	-0.0582949	0.105273	0.120336
8	-0.0584136	0.114438	0.128484
8.2	-0.0580318	0.124061	0.136963
8.4	-0.05708	0.133786	0.145454
8.6	-0.0555309	0.143227	0.153615
8.8	-0.0534002	0.152024	0.16113
9	-0.0507404	0.15988	0.167739
9.2	-0.0476295	0.166579	0.173255
9.4	-0.044161	0.17199	0.177569
9.6	-0.0404333	0.176055	0.180639
9.8	-0.0365426	0.178786	0.182483
10	-0.0325776	0.180245	0.183165
10.2	-0.0286151	0.180533	0.182786
10.4	-0.0247201	0.179778	0.181469
10.6	-0.0209429	0.178127	0.179354
10.8	-0.0173211	0.175733	0.176585
11	-0.0138797	0.17275	0.173307
11.2	-0.0106325	0.169323	0.169657
11.4	-0.00758445	0.165584	0.165758
11.6	-0.00473458	0.161648	0.161717
11.8	-0.00207277	0.15761	0.157623
12	0.000409578	0.153542	0.153542
12.2	0.00272428	0.149499	0.149523
12.4	0.00488486	0.145518	0.1456
12.6	0.00690418	0.141619	0.141787
12.8	0.00879118	0.13781	0.13809
13	0.010553	0.13409	0.134505
13.2	0.0121956	0.130454	0.131023
13.4	0.0137221	0.126892	0.127632
13.6	0.0151333	0.123391	0.124315
13.8	0.0164292	0.119938	0.121058
14	0.0176083	0.116523	0.117846
