# Time	Value
50.2	-0.0231905
50.4	-0.0231801
50.6	-0.023096
50.8	-0.0229418
51	-0.0227222
51.2	-0.022443
51.4	-0.0221107
51.6	-0.0217327
51.8	-0.0213168
52	-0.0208708
52.2	-0.0204029
52.4	-0.0199209
52.6	-0.0194324
52.8	-0.0189443
53	-0.0184631
53.2	-0.017995
53.4	-0.0175455
53.6	-0.0171196
53.8	-0.0167213
54	-0.016354
54.2	-0.0160205
54.4	-0.015723
54.6	-0.015463
54.8	-0.0152416
55	-0.0150593
55.2	-0.0149166
55.4	-0.0148136
55.6	-0.0147502
55.8	-0.0147259
56	-0.0147401
56.2	-0.0147918
56.4	-0.0148797
56.6	-0.0150027
56.8	-0.0151594
57	-0.015347
57.2	-0.0155629
57.4	-0.0158043
57.6	-0.016068
57.8	-0.016351
58	-0.0166495
58.2	-0.0169594
58.4	-0.0172765
58.6	-0.0175963
58.8	-0.017914
59	-0.018225
59.2	-0.0185245
59.4	-0.0188079
59.6	-0.0190707
59.8	-0.0193087
60	-0.0195181
60.2	-0.0196955
60.4	-0.0198382
60.6	-0.0199443
60.8	-0.0200124
61	-0.0200417
61.2	-0.0200327
61.4	-0.0199866
61.6	-0.0199053
61.8	-0.019791
62	-0.0196468
62.2	-0.0194759
62.4	-0.0192822
62.6	-0.0190697
62.8	-0.0188426
63	-0.018605
63.2	-0.0183614
63.4	-0.0181156
63.6	-0.0178718
63.8	-0.0176336
64	-0.0174042
64.2	-0.0171867
64.4	-0.0169836
64.6	-0.0167971
64.8	-0.0166291
65	-0.016481
65.2	-0.0163539
65.4	-0.0162484
65.6	-0.0161651
65.8	-0.0161041
66	-0.0160654
66.2	-0.0160484
66.4	-0.0160529
66.6	-0.0160779
66.8	-0.0161228
67	-0.0161865
67.2	-0.016268
67.4	-0.0163663
67.6	-0.0164798
67.8	-0.0166065
68	-0.0167448
68.2	-0.0168926
68.4	-0.0170482
68.6	-0.0172093
68.8	-0.017374
69	-0.01754
69.2	-0.017705
69.4	-0.0178668
69.6	-0.0180232
69.8	-0.018172
70	-0.018311
70.2	-0.0184381
70.4	-0.0185517
70.6	-0.01865
70.8	-0.0187315
71	-0.0187951
71.2	-0.01884
71.4	-0.0188658
71.6	-0.0188726
71.8	-0.0188607
72	-0.0188307
72.2	-0.0187835
72.4	-0.0187203
72.6	-0.0186426
72.8	-0.0185521
73	-0.0184507
73.2	-0.0183404
73.4	-0.0182233
73.6	-0.0181016
73.8	-0.0179775
74	-0.0178531
74.2	-0.0177305
74.4	-0.0176115
74.6	-0.0174979
74.8	-0.0173913
75	-0.0172931
75.2	-0.0172044
75.4	-0.0171263
75.6	-0.0170594
75.8	-0.0170045
76	-0.0169618
76.2	-0.0169315
76.4	-0.0169136
76.6	-0.0169081
76.8	-0.0169146
77	-0.0169327
77.2	-0.0169619
77.4	-0.0170016
77.6	-0.0170511
77.8	-0.0171097
78	-0.0171764
78.2	-0.0172503
78.4	-0.0173302
78.6	-0.017415
78.8	-0.0175034
79	-0.0175943
79.2	-0.0176865
79.4	-0.0177789
79.6	-0.0178702
79.8	-0.0179592
80	-0.0180448
80.2	-0.0181258
80.4	-0.0182014
80.6	-0.0182703
80.8	-0.0183318
81	-0.0183851
81.2	-0.0184297
81.4	-0.0184649
81.6	-0.0184905
81.8	-0.0185063
82	-0.0185123
82.2	-0.0185086
82.4	-0.0184955
82.6	-0.0184736
82.8	-0.0184432
83	-0.0184053
83.2	-0.0183606
83.4	-0.01831
83.6	-0.0182546
83.8	-0.0181955
84	-0.0181336
84.2	-0.0180702
84.4	-0.0180064
84.6	-0.0179432
84.8	-0.0178817
85	-0.0178228
85.2	-0.0177674
85.4	-0.0177163
85.6	-0.0176702
85.8	-0.0176297
86	-0.0175953
86.2	-0.0175673
86.4	-0.017546
86.6	-0.0175316
86.8	-0.0175241
87	-0.0175234
87.2	-0.0175295
87.4	-0.0175421
87.6	-0.017561
87.8	-0.0175857
88	-0.0176158
88.2	-0.017651
88.4	-0.0176905
88.6	-0.0177339
88.8	-0.0177804
89	-0.0178296
89.2	-0.0178806
89.4	-0.0179328
89.6	-0.0179856
89.8	-0.0180382
90	-0.0180899
90.2	-0.0181402
90.4	-0.0181885
90.6	-0.0182341
90.8	-0.0182765
91	-0.0183152
91.2	-0.0183498
91.4	-0.01838
91.6	-0.0184054
91.8	-0.0184258
92	-0.018441
92.2	-0.018451
92.4	-0.0184559
92.6	-0.0184556
92.8	-0.0184503
93	-0.0184403
93.2	-0.0184259
93.4	-0.0184075
93.6	-0.0183855
93.8	-0.0183603
94	-0.0183325
94.2	-0.0183027
94.4	-0.0182713
94.6	-0.0182391
94.8	-0.0182065
95	-0.0181742
95.2	-0.0181427
95.4	-0.0181124
95.6	-0.018084
95.8	-0.0180577
96	-0.0180341
96.2	-0.0180134
96.4	-0.017996
96.6	-0.017982
96.8	-0.0179717
97	-0.0179651
97.2	-0.0179622
97.4	-0.0179631
97.6	-0.0179678
97.8	-0.017976
98	-0.0179877
98.2	-0.0180026
98.4	-0.0180205
98.6	-0.0180411
98.8	-0.0180642
99	-0.0180893
99.2	-0.0181162
99.4	-0.0181444
99.6	-0.0181737
99.8	-0.0182035
100	-0.0182336
100.2	-0.0182636
100.4	-0.0182931
100.6	-0.0183217
100.8	-0.0183492
101	-0.0183752
101.2	-0.0183994
101.4	-0.0184215
101.6	-0.0184414
101.8	-0.0184589
102	-0.0184738
102.2	-0.018486
102.4	-0.0184954
102.6	-0.0185021
102.8	-0.0185059
103	-0.018507
103.2	-0.0185054
103.4	-0.0185014
103.6	-0.0184949
103.8	-0.0184863
104	-0.0184758
104.2	-0.0184636
104.4	-0.01845
104.6	-0.0184353
104.8	-0.0184197
105	-0.0184036
105.2	-0.0183873
105.4	-0.0183711
105.6	-0.0183552
105.8	-0.01834
106	-0.0183257
106.2	-0.0183125
106.4	-0.0183007
106.6	-0.0182904
106.8	-0.0182819
107	-0.0182751
107.2	-0.0182703
107.4	-0.0182675
107.6	-0.0182668
107.8	-0.018268
108	-0.0182713
108.2	-0.0182765
108.4	-0.0182836
108.6	-0.0182924
108.8	-0.0183029
109	-0.0183149
109.2	-0.0183282
109.4	-0.0183426
109.6	-0.018358
109.8	-0.0183741
110	-0.0183908
110.2	-0.0184078
110.4	-0.0184249
110.6	-0.018442
110.8	-0.0184588
111	-0.0184751
111.2	-0.0184908
111.4	-0.0185056
111.6	-0.0185195
111.8	-0.0185323
112	-0.0185439
112.2	-0.0185542
112.4	-0.0185631
112.6	-0.0185705
112.8	-0.0185764
