# Time	U	V	U_magnitude
0	-1.81529e-09	2.1428e-09	2.80836e-09
0.2	-0.0216472	6.51631e-05	0.0216473
0.4	-0.0149772	0.000386256	0.0149822
0.6	-0.0259071	0.00166961	0.0259609
0.8	-0.0245102	0.00129917	0.0245446
1	-0.0296789	0.00317307	0.029848
1.2	-0.030366	0.00328032	0.0305427
1.4	-0.0330973	0.00499028	0.0334714
1.6	-0.0345282	0.00572312	0.0349993
1.8	-0.0364436	0.00731837	0.0371712
2	-0.0381535	0.0086155	0.0391141
2.2	-0.0399517	0.0103	0.0412581
2.4	-0.0418738	0.0120493	0.0435729
2.6	-0.0438433	0.0139839	0.0460194
2.8	-0.0460156	0.0161164	0.0487563
3	-0.0482729	0.0183823	0.0516545
3.2	-0.0507426	0.0208717	0.0548674
3.4	-0.0533383	0.0235014	0.0582862
3.6	-0.056141	0.0263485	0.0620165
3.8	-0.0590996	0.0293572	0.0659895
4	-0.0622594	0.0325766	0.0702671
4.2	-0.0655943	0.035979	0.0748138
4.4	-0.0691279	0.0395936	0.0796638
4.6	-0.0728506	0.0434141	0.0848056
4.8	-0.0767781	0.0474661	0.0902658
5	-0.0809168	0.0517707	0.0960611
5.2	-0.0852892	0.0563786	0.102239
5.4	-0.0899198	0.0613608	0.108861
5.6	-0.0948377	0.0668188	0.116013
5.8	-0.100061	0.0728686	0.123783
6	-0.105584	0.0796181	0.132238
6.2	-0.111355	0.087131	0.141392
6.4	-0.117273	0.0953924	0.151171
6.6	-0.123189	0.10429	0.161406
6.8	-0.12892	0.113616	0.17184
7	-0.134276	0.12309	0.182157
7.2	-0.139082	0.132398	0.192023
7.4	-0.143194	0.141228	0.201121
7.6	-0.146515	0.149303	0.209184
7.8	-0.148992	0.156401	0.216009
8	-0.150617	0.162363	0.221466
8.2	-0.151415	0.167096	0.225494
8.4	-0.151442	0.170565	0.228094
8.6	-0.150774	0.172786	0.229321
8.8	-0.149498	0.173818	0.229265
9	-0.147708	0.173749	0.228049
9.2	-0.145498	0.172689	0.225812
9.4	-0.142959	0.170761	0.222703
9.6	-0.140177	0.168094	0.218872
9.8	-0.137228	0.164816	0.214466
10	-0.134179	0.161051	0.209622
10.2	-0.131088	0.156916	0.204467
10.4	-0.128003	0.152514	0.199111
10.6	-0.124961	0.14794	0.193653
10.8	-0.121994	0.143274	0.188176
11	-0.119124	0.138584	0.182745
11.2	-0.116365	0.133926	0.177417
11.4	-0.113728	0.129344	0.172232
11.6	-0.111219	0.124875	0.167222
11.8	-0.108839	0.120544	0.162409
12	-0.106587	0.11637	0.157806
12.2	-0.10446	0.112367	0.153422
12.4	-0.102452	0.108542	0.149257
12.6	-0.100558	0.104898	0.145312
12.8	-0.0987707	0.101437	0.141581
13	-0.0970836	0.0981543	0.138056
13.2	-0.0954888	0.0950476	0.13473
13.4	-0.0939793	0.0921117	0.131593
13.6	-0.0925487	0.0893402	0.128635
13.8	-0.09119	0.0867258	0.125845
14	-0.0898964	0.0842613	0.123213
14.2	-0.0886616	0.0819396	0.120727
14.4	-0.0874803	0.0797538	0.118378
14.6	-0.086348	0.077696	0.116158
14.8	-0.0852598	0.0757583	0.114055
15	-0.0842109	0.0739338	0.112061
15.2	-0.0831968	0.0722155	0.110167
15.4	-0.0822141	0.0705971	0.108366
15.6	-0.0812594	0.0690721	0.106649
15.8	-0.0803304	0.0676344	0.105011
16	-0.079425	0.0662774	0.103446
16.2	-0.0785412	0.0649952	0.101946
16.4	-0.0776767	0.0637819	0.100508
16.6	-0.0768296	0.0626322	0.0991241
16.8	-0.0759984	0.0615412	0.097791
17	-0.075182	0.060504	0.0965043
17.2	-0.0743799	0.0595159	0.0952602
17.4	-0.0735914	0.0585725	0.0940554
17.6	-0.0728164	0.0576697	0.0928871
17.8	-0.0720553	0.0568034	0.0917529
18	-0.0713083	0.05597	0.0906505
18.2	-0.070576	0.0551659	0.0895782
18.4	-0.0698585	0.0543881	0.0885341
18.6	-0.0691565	0.0536336	0.0875167
18.8	-0.0684703	0.0528998	0.0865249
