# Time	U	V	U_magnitude
0	-6.18065e-116	3.06189e-115	3.12365e-115
0.2	-1.39342e-08	1.00767e-08	1.71959e-08
0.4	-0.00235687	0.000136615	0.00236082
0.6	-0.0113076	3.62875e-05	0.0113077
0.8	-0.0126667	0.000176992	0.0126679
1	-0.0113364	0.000432141	0.0113447
1.2	-0.00849334	0.000851223	0.00853589
1.4	-0.0063944	0.000832472	0.00644836
1.6	-0.00655252	0.000808779	0.00660224
1.8	-0.011161	0.00102628	0.011208
2	-0.0139322	0.00157055	0.0140205
2.2	-0.0149949	0.00193665	0.0151194
2.4	-0.0136134	0.00233476	0.0138121
2.6	-0.0103092	0.00246254	0.0105993
2.8	-0.00886337	0.00251032	0.00921201
3	-0.0109711	0.0026831	0.0112944
3.2	-0.0143671	0.00305109	0.0146875
3.4	-0.0166834	0.00367579	0.0170835
3.6	-0.0164864	0.00460698	0.017118
3.8	-0.0141366	0.0051692	0.0150521
4	-0.0125021	0.0051449	0.0135194
4.2	-0.0131258	0.00504331	0.0140613
4.4	-0.0152994	0.00531151	0.0161951
4.6	-0.0177362	0.00621981	0.0187951
4.8	-0.0189611	0.00747312	0.0203806
5	-0.0183615	0.00835039	0.0201711
5.2	-0.0169603	0.0086353	0.0190321
5.4	-0.0163537	0.00862487	0.0184887
5.6	-0.017398	0.00870252	0.0194532
5.8	-0.0197336	0.00934877	0.0218361
6	-0.0217455	0.0106268	0.0242032
6.2	-0.022156	0.0120095	0.0252015
6.4	-0.02134	0.0129345	0.0249539
6.6	-0.0206588	0.0131587	0.0244936
6.8	-0.0211451	0.0130351	0.0248401
7	-0.0227874	0.0133585	0.0264143
7.2	-0.0246282	0.0145335	0.0285967
7.4	-0.0257283	0.0162049	0.0304063
7.6	-0.0259188	0.0176534	0.0313597
7.8	-0.0256826	0.0183621	0.0315715
8	-0.0257624	0.0184655	0.0316966
8.2	-0.026662	0.0186449	0.0325345
8.4	-0.0281993	0.0195018	0.0342859
8.6	-0.0296785	0.0210944	0.0364113
8.8	-0.0305233	0.0229223	0.038172
9	-0.0307364	0.0243058	0.0391855
9.2	-0.0308688	0.0249588	0.0396966
9.4	-0.0314941	0.0252383	0.040359
9.6	-0.0326812	0.0258305	0.0416566
9.8	-0.0340323	0.0271849	0.043557
10	-0.0351222	0.0291399	0.0456366
10.2	-0.0358237	0.0310562	0.0474112
10.4	-0.0363258	0.0323802	0.0486625
10.6	-0.0369225	0.0331018	0.0495883
10.8	-0.0377813	0.0337283	0.0506461
11	-0.0388677	0.0348558	0.0522075
11.2	-0.0400032	0.0366783	0.0542729
11.4	-0.0409956	0.0388465	0.0564773
11.6	-0.0417852	0.0407866	0.0583914
11.8	-0.0424818	0.0421684	0.0598572
12	-0.0432499	0.0431531	0.0610962
12.2	-0.0441644	0.0442457	0.0625154
12.4	-0.0451674	0.0458711	0.0643759
12.6	-0.0461499	0.0480388	0.0666148
12.8	-0.0470574	0.0503594	0.0689236
13	-0.0479055	0.0523755	0.0709798
13.2	-0.0487246	0.053931	0.0726818
13.4	-0.0495295	0.0552768	0.0742206
13.6	-0.0503341	0.0568452	0.0759269
13.8	-0.0511639	0.0589006	0.0780194
14	-0.0520335	0.0613459	0.0804413
14.2	-0.0529178	0.0638317	0.0829143
14.4	-0.0537658	0.0660649	0.0851783
14.6	-0.0545481	0.0680554	0.0872183
14.8	-0.0552878	0.0701168	0.0892923
15	-0.056048	0.0726443	0.0917528
15.2	-0.0568909	0.0758523	0.0948164
15.4	-0.0578398	0.0796809	0.0984606
15.6	-0.0588646	0.0839235	0.102509
15.8	-0.0598962	0.0884494	0.106822
16	-0.0608685	0.0933359	0.11143
16.2	-0.0617657	0.0988121	0.116528
16.4	-0.0626316	0.105074	0.122324
16.6	-0.0635197	0.112125	0.128867
16.8	-0.0644244	0.119756	0.135986
17	-0.065256	0.127679	0.143389
17.2	-0.0658919	0.135683	0.150837
17.4	-0.066258	0.143718	0.158256
17.6	-0.0663699	0.151834	0.165706
17.8	-0.0662979	0.160062	0.173249
18	-0.0660928	0.168308	0.18082
18.2	-0.0657335	0.176357	0.188209
18.4	-0.0651371	0.183958	0.19515
18.6	-0.0642203	0.190931	0.201442
18.8	-0.0629632	0.197213	0.20702
19	-0.0614275	0.202821	0.211919
19.2	-0.0597146	0.207772	0.216182
19.4	-0.0578935	0.212008	0.219771
19.6	-0.0559585	0.215405	0.222555
19.8	-0.0538538	0.217834	0.224392
20	-0.051545	0.219254	0.225231
20.2	-0.0490732	0.219744	0.225157
20.4	-0.046545	0.219469	0.22435
20.6	-0.044066	0.218598	0.222995
20.8	-0.0416778	0.217248	0.22121
21	-0.0393497	0.215487	0.219051
21.2	-0.0370264	0.213379	0.216568
21.4	-0.0346876	0.211035	0.213866
21.6	-0.0323698	0.208618	0.211114
21.8	-0.0301374	0.206309	0.208499
